,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
1850,Zalando,12.908,5.497999999999999,0.0969,3.719,1849,,,Europe,Germany,Germany,,Robert Gentz,http://www.forbes.com/companies/zalando/,0.026055391,0.017624591000000002,"Zalando SE is a European e-commerce company based in Berlin, Germany. The company follows a platform approach, offering fashion and lifestyle products to customers in 17 European markets. Zalando was founded in Germany in 2008. 
The Swedish company Kinnevik is Zalando's largest stakeholder, with a 21% share.

"
1851,Coca-Cola West,8.273,8.908,0.2331,8.357999999999999,1852,Consumer Staples,Beverages,Asia,Japan,Japan,,Hisashi Kubo,http://www.forbes.com/companies/coca-cola-west/,0.027889447,0.02616749,"The Coca-Cola Company is an American multinational beverage corporation incorporated under Delaware's General Corporation Law and headquartered in Atlanta, Georgia. The Coca-Cola Company has interests in the manufacturing, retailing, and marketing of nonalcoholic beverage concentrates and syrups. The company produces Coca-Cola, invented in 1886 by pharmacist John Stith Pemberton. In 1889, the formula and brand were sold for $2,300 to Asa Griggs Candler, who incorporated The Coca-Cola Company in Atlanta in 1892.
The company has operated a franchised distribution system since 1889. The Company largely produces syrup concentrate, which is then sold to various bottlers throughout the world who hold exclusive territories. The company owns its anchor bottler in North America, Coca-Cola Refreshments. The company's stock is listed on the NYSE and is part of DJIA and the S&P 500 and S&P 100 indexes. The Coca-Cola Company is the world's largest producer of plastic waste."
1852,EasyJet,9.248,6.393,0.3863,8.011000000000001,1852,Industrials,Airline,Europe,United Kingdom,United Kingdom,,David Schneider,http://www.forbes.com/companies/easyjet/,0.048221195999999994,0.060425465,"EasyJet plc, styled as easyJet, is a British multinational low-cost airline group headquartered at London Luton Airport. It operates domestic and international scheduled services on over 1,000 routes in more than 30 countries via its affiliate airlines EasyJet UK, EasyJet Switzerland, and EasyJet Europe. EasyJet plc is listed on the London Stock Exchange and is a constituent of the FTSE 250 Index. easyGroup Holdings Ltd (the investment vehicle of the airline's founder Stelios Haji-Ioannou and his family) is the largest shareholder with a 29.998% stake (as of June 2020). It employs nearly 15,000 people, based throughout Europe but mainly in the UK.EasyJet has seen expansion since its establishment in 1995, having grown through a combination of acquisitions, and base openings fuelled by consumer demand for low-cost air travel. The group, along with associate companies EasyJet UK, EasyJet Europe and EasyJet Switzerland, operate more than 300 aircraft. It has 29 bases across Europe, the largest being Gatwick. In 2014, the airline carried more than 65 million passengers, making it the second-largest budget airline in Europe by number of passengers carried, behind Ryanair.EasyJet was featured in the television series Airline broadcast on ITV which followed the airline's operations at London Luton and later at other bases. Its pilot training scheme was the subject of another ITV television series, easyJet: Inside the Cockpit, which premiered in August 2017.On 30 March 2020, EasyJet grounded its entire fleet of planes. They later closed three of their bases."
1853,Shenzhen Investment,3.295,1.386,0.6353,14.995999999999999,1852,Financials,Consumer Financial Services,Asia,Hong Kong,Hong Kong,,Hua Lu,http://www.forbes.com/companies/shenzhen-investment/,0.04236463099999999,0.458369408,"Shenzhen Energy Group Company Limited, formerly Shenzhen Energy Investment Company Limited, is one of the main power generation companies in Shenzhen, Guangdong, China. It involves in developing all types of energies, researching and investing high new energy-related technologies. Huaneng Power International is now the second largest shareholder of Shenzhen Energy.On 3 April 2010 a tanker owned by the Shenzhen Energy Group ran aground on Australia's Great Barrier Reef after straying out of shipping lanes.

"
1854,Jones Lang LaSalle,7.768,9.872,0.2835,9.204,1855,Financials,Real Estate,North America,United States,Illinois,Illinois,Christian Ulbrich,http://www.forbes.com/companies/jones-lang-lasalle/,0.030801825,0.028717585,"Jones Lang LaSalle Incorporated (JLL) is a global commercial real estate services company, founded in the United Kingdom with offices in 280 countries. The company also provides investment management services worldwide, including services to institutional and retail investors, and to high-net-worth individuals. The company is ranked 189th on the Fortune 500."
1855,Dixons Carphone,3.498,13.477,0.3032,10.395,1856,Consumer Discretionary,Specialty Stores,Europe,United Kingdom,United Kingdom,,Alexander Baldock,http://www.forbes.com/companies/dixons-carphone/,0.029167869,0.022497588,"Dixons Carphone plc is a British multinational electrical and telecommunications retailer and services company headquartered in London, England. It was formed on 7 August 2014, by the merger of Dixons Retail and Carphone Warehouse Group. It is listed on the London Stock Exchange, and is a constituent of the FTSE 250 Index.
The company operates under a number of brands in the United Kingdom, Ireland and mainland Europe. These include Currys PC World, Team Knowhow and Carphone Warehouse in the United Kingdom; Dixons Travel in airports in the United Kingdom, Ireland and Oslo; Currys PC World and Carphone Warehouse in the Republic of Ireland; Elkjøp in Norway; Elgiganten/Gigantti in the other Nordic countries; and Kotsovolos in Greece."
1856,Luzerner Kantonalbank,4.678,0.642,0.2077,38.68,1856,Financials,Regional Banks,Europe,Switzerland,Switzerland,,Daniel Salzmann,http://www.forbes.com/companies/luzerner-kantonalbank/,0.0053697,0.323520249,"Luzerner Kantonalbank is the cantonal bank and the dominant retail banking group in the Swiss canton of Lucerne, with a market share of 50-60%.  It is main focus on financing small businesses and personal mortgages in the local economy, the bank has avoided some of the issues facing its larger peers in Switzerland and non-performing loans remain at negligible levels.

"
1857,Laurentian Bank,1.619,1.295,0.1686,38.655,1858,Financials,Regional Banks,North America,Canada,Canada,,François Desjardins,http://www.forbes.com/companies/laurentian-bank/,0.004361661,0.13019305,"The Laurentian Bank of Canada (LBC) (French: Banque Laurentienne du Canada) is a Schedule 1 bank that operates primarily in the province of Quebec, with commercial and business banking offices located in Ontario, Alberta, British Columbia, and Nova Scotia. LBC's Institution Number (or routing number) is 039. It is the only bank in North America with a labour union, although recent steps have been taken to revoke the accreditation.

"
1858,UOL Group,5.501,1.5230000000000001,0.6454,14.684000000000001,1858,Financials,Real Estate,Asia,Singapore,Singapore,,Cho Yaw Wee,http://www.forbes.com/companies/uol-group/,0.043952600999999994,0.42376887700000004,"Universo Online (Portuguese for ""Online Universe"") (known by the acronym UOL) is a Brazilian web content, products and services company. It belongs to Grupo Folha enterprise.
In 2012, UOL was the fifth most visited website in Brazil, below only Google portals (Google Brasil, Google USA, YouTube) and Facebook. According to Ibope Nielsen Online, UOL is Brazil’s largest internet portal with more than 50 million unique visitors and 6.7 billion page views every month.

"
1859,Bank of Greece,0.354,1.679,1.0623,,1860,Financials,Major Banks,Europe,Greece,Greece,,Konstantinos Michalidis,http://www.forbes.com/companies/bank-of-greece/,,0.632698035,"The Bank of Greece (Greek: Τράπεζα της Ελλάδος Trapeza tis Ellados, abbreviated ΤτΕ) is the central bank of Greece. Its headquarters is located in Athens on Panepistimiou Street, but it also has several branches across the country. It was founded in 1927 and its operations started officially in 1928. The building that currently houses its headquarters was completed ten years later in 1938.The Bank of Greece is listed on the Athens Exchange.

"
1860,Dali Foods Group,10.293,2.93,0.508,2.5069999999999997,1860,Consumer Staples,Food Processing,Asia,China,China,,Shi Xu,http://www.forbes.com/companies/dali-foods-group/,0.20263262899999998,0.17337884,"Fujian Dali Group Co., Ltd. is a baked goods company in China. Its headquarters are in Hui'an County, Fujian, Quanzhou, China. The company incorporated in 1989. One of its food brands is Copico (可比克; Kěbǐkè).
As of 2004 the company's annual sales were 7 billion yuan worth of product, equivalent to 700 million euros. In 2004 it began construction of a biscuit processing plant in Changchun, Jilin Province. The total budget for construction of the factory was 19 million euros, with the first phase of the project accounting for 11 million euros and the second phase, consisting of eight production lines, accounting for the remainder.The chairman is the billionaire Xu Shihui.In 2015, the company raised $1.3 billion from a public float on the Hong Kong Stock Exchange."
1861,Corporation Bank,0.7140000000000001,3.366,0.0844,38.257,1862,Financials,Regional Banks,Asia,India,India,,Jai Garg,http://www.forbes.com/companies/corporation-bank/,0.002206132,0.025074272,"Corporation Bank was a public-sector banking company headquartered in Mangalore, India. The bank had a pan-Indian presence. Presently, the bank has a network of 2,432 fully automated CBS branches, 3,040 ATMs, and 4,724 branchless banking units across the country. In 2019, finance minister Nirmala Sitharaman announced that Corporation Bank and Andhra Bank would be merged into the Union Bank of India, with all their branches becoming branches of the latter on 1 April 2020.

"
1862,Sinotruk Hong Kong,3.447,8.215,0.4481,9.395,1862,Industrials,Heavy Equipment,Asia,China,China,,Bozhi Wang,http://www.forbes.com/companies/sinotruk-hong-kong/,0.047695583,0.05454656099999999,"Sinotruk (Hong Kong) Limited is a Hong Kong truck manufacturer incorporated in 2007. The subsidiaries of Sinotruk (Hong Kong) manufactured truck in the Mainland China. Its parent company, China National Heavy Duty Truck Group (a.k.a. Sinotruk Group or CNHTC), is a state-owned heavy truck manufacturer, headquartered in Jinan, Shandong Province."
1863,Michael Kors Holdings,9.599,4.604,0.521,4.217,1864,Consumer Discretionary,Apparel/Footwear Retail,Europe,United Kingdom,United Kingdom,,John Idol,http://www.forbes.com/companies/michael-kors-holdings/,0.123547546,0.11316246699999999,"Capri Holdings Limited (formerly Michael Kors Holdings Limited) is a multinational fashion holding company, incorporated in the British Virgin Islands, with executive offices in London and operational offices in New York. It was founded in 1981 by American designer Michael Kors. The company sells clothes, shoes, watches, handbags, and other accessories. Michael Kors handbags have been a popular fashion trend among women of all ages. In 2015, the company had more than 550 stores and over 1500 in-store boutiques in various countries.

"
1864,China Petroleum Engineering,3.4989999999999997,8.482999999999999,0.0637,14.73,1865,,,Asia,China,China,,Yu Bai,http://www.forbes.com/companies/china-petroleum-engineering/,0.0043245079999999995,0.007509136,"The China Petroleum Pipeline Engineering Co., Ltd. (CPP) is a subsidiary of the China National Petroleum Corporation and the primary builder of pipelines in China.  The company has built much of the cross-country pipeline infrastructure in China and had several large-scale projects abroad.

"
1865,Konka Group,1.794,5.157,0.769,3.735,1865,Consumer Discretionary,Consumer Electronics,Asia,China,China,,De Li,http://www.forbes.com/companies/konka-group/,0.205890228,0.14911770400000002,"Konka Group Co., Ltd. (Chinese: 康佳集团; pinyin: Kāngjiā Jítuán) is a Chinese manufacturer of electronics products headquartered in Shenzhen, Guangdong and listed on Shenzhen Stock Exchange."
1866,Advanced Micro Devices,11.584000000000001,5.992000000000001,0.19699999999999998,3.763,1867,Information Technology,Semiconductors,North America,United States,California,California,Lisa Su,http://www.forbes.com/companies/advanced-micro-devices/,0.052351847,0.03287717,"Advanced Micro Devices, Inc. (AMD) is an American multinational semiconductor company based in Santa Clara, California, that develops computer processors and related technologies for business and consumer markets. While it initially manufactured its own processors, the company later outsourced its manufacturing, a practice known as going fabless, after GlobalFoundries was spun off in 2009. AMD's main products include microprocessors, motherboard chipsets, embedded processors and graphics processors for servers, workstations, personal computers and embedded system applications."
1867,Financial Street Holdings,4.19,3.411,0.4551,21.085,1868,Financials,Real Estate,Asia,China,China,,Hong Lü,http://www.forbes.com/companies/financial-street-holdings/,0.021584065,0.133421284,"Financial Street Holding Company Limited (SZSE: 000402) is a listed company of the Shenzhen Stock Exchange, which mainly involves in selling and leasing high-end business real estate in Beijing Financial Street area of Beijing, China. Other activities include developing high technology products and the provision of parking services.It was formerly Chongqing Huaya Modern Paper Work Company Limited which was established in Chongqing in 1996. It changed its name to Financial Street Holding Company Limited in 2000 by backdoor listing from Beijing Financial Street Construction Group. Since 2001, its headquarters has been relocated from Chongqing to Beijing.

"
1868,Orkla,9.437000000000001,4.95,0.4815,6.687,1868,Industrials,Conglomerates,Europe,Norway,Norway,,Peter Ruzicka,http://www.forbes.com/companies/orkla/,0.072005384,0.09727272699999999,"Orkla ASA is a Norwegian conglomerate operating in the Nordic region, Eastern Europe, Asia and the US. At present, Orkla operates in the branded consumer goods, aluminium solutions and financial investment sectors. Orkla ASA is listed on the Oslo Stock Exchange and its head office is in Oslo, Norway. As of 31 December 2018, Orkla had 18,510 employees. The Group’s turnover in 2018 totalled NOK 40.8 billion."
1869,Palo Alto Networks,18.582,1.989,-0.198,3.628,1870,Information Technology,Communications Equipment,North America,United States,California,California,Mark McLaughlin,http://www.forbes.com/companies/palo-alto-networks/,-0.054575524,-0.09954751099999999,"Palo Alto Networks, Inc. (NYSE: PANW) is an American multinational cybersecurity company with headquarters in Santa Clara, California. Its core products are a platform that includes advanced firewalls and cloud-based offerings that extend those firewalls to cover other aspects of security. The company serves over 70,000 organizations in over 150 countries, including 85 of the Fortune 100. It is home to the Unit 42 threat research team and hosts the Ignite cybersecurity conference.In 2018, Palo Alto Networks was listed 8th in the Forbes Digital 100. In June 2018, former Google and SoftBank executive Nikesh Arora joined the company as Chairman and CEO.

"
1870,E-L Financial,2.552,1.185,0.5147,18.069000000000003,1871,Financials,Diversified Insurance,North America,Canada,Canada,,Duncan N R Jackman,http://www.forbes.com/companies/e-l-financial/,0.028485251,0.434345992,"Bloomberg L.P. is a privately held financial, software, data, and media company headquartered in Midtown Manhattan, New York City. It was founded by Michael Bloomberg in 1981, with the help of Thomas Secunda, Duncan MacMillan, Charles Zegar, and a 12% ownership investment by Merrill Lynch.Bloomberg L.P. provides financial software tools and enterprise applications such as analytics and equity trading platform, data services, and news to financial companies and organizations through the Bloomberg Terminal (via its Bloomberg Professional Service), its core revenue-generating product. Bloomberg L.P. also includes a wire service (Bloomberg News), a global television network (Bloomberg Television), websites, radio stations (Bloomberg Radio), subscription-only newsletters, and two magazines: Bloomberg Businessweek and Bloomberg Markets.The company has 167 locations and nearly 20,000 employees.The company's director of global construction Anthony Gozzone took part in bribery between 2010 and 2017 in which he accepted bribes in exchanging for awarding construction work done for Bloomberg. Guzzone has accepted more than $5.1 million in bribes and he pleaded guilty to tax evasion on the bribes in September, 2020 and sentenced to prison for three years and two months in January 2021

"
1871,Indian Overseas Bank,1.265,3.303,-0.5128,37.582,1871,Financials,Regional Banks,Asia,India,India,,R. Subramaniakumar,http://www.forbes.com/companies/indian-overseas-bank/,-0.01364483,-0.15525279999999997,"Indian Overseas Bank (IOB) is a major public sector bank based in Chennai, India, with about 3,400 domestic branches,
about 6 foreign branches and representative office. Founded in February 1937 by M. Ct. M. Chidambaram Chettyar with twin objectives of specialising in foreign exchange business and overseas banking, it has created various milestones in Indian Banking Sector. IOB was the first bank to venture into consumer credit by introducing a personal loan scheme. During nationalisation, IOB was one of the 14 major banks taken over by the Government of India.
IOB has a strong legacy of having an inhouse Information Technology department for developing their software needs. The team has coded one of the lightest, CLI based Core Banking Solutions which was running till recently (2015). Almost 80% of the software products used by the bank is built by its own dedicated IT development team. The IT department includes personnel with diversified work experience having worked in field and administration levels."
1872,Toll Brothers,6.477,6.07,0.5972,9.618,1871,Industrials,Construction Services,North America,United States,Pennsylvania,Pennsylvania,Douglas Yearley Jr.,http://www.forbes.com/companies/toll-brothers/,0.062091911,0.09838550199999999,"Toll Brothers is a home construction company based in Fort Washington, Pennsylvania that specializes in building luxury homes. In 2020, the company was the 8th largest home builder in the United States, based on the number of homes closed. The company is ranked 426th on the Fortune 500. The company operates in 20 states.In addition to luxury home construction, the company designs, markets, sells, and arranges financing for homes. The company also develops and operates for-rent apartments through joint ventures.In 2017, the company sold homes at an average base price of $689,000 plus average option upgrades of $152,000."
1873,Bank of the Ozarks,6.229,1.1,0.4458,22.039,1874,Financials,Regional Banks,North America,United States,Arkansas,Arkansas,George Gleason,http://www.forbes.com/companies/bank-of-the-ozarks/,0.020227778000000002,0.40527272700000005,"Bank OZK (formerly Bank of the Ozarks) is a regional bank headquartered in Little Rock, Arkansas with more than 250 locations in ten states: Arkansas, Georgia, Florida, Texas, North Carolina, South Carolina, California, New York and Mississippi and $23.55 billion in assets as of December 31, 2019.  Bank OZK is currently concentrated in the southeastern U.S., with 25 or more branches in four states: Arkansas, Georgia, Florida, and North Carolina.

"
1874,NKT,0.8009999999999999,1.669,1.0482,2.441,1874,,,Europe,Denmark,Denmark,,Michael Lyng,http://www.forbes.com/companies/nkt/,0.429414175,0.628040743,"NKT A/S (formerly NKT Holding A/S) is an industrial  holding company with interests in power cables and wires as well as optical components, lasers and crystal fibres.
The company is listed on Nasdaq Copenhagen Copenhagen Stock Exchange and has been so since 1898. In 1991, the company was restructured as a holding company focusing on the core business with international potential.
The company employs app. 3700 worldwide with production facilities in 10 European countries.
NKT A/S operates in two main business areas:

NKT - power and energy cables
NKT Photonics - optical lasers, crystal fibres and fiber-optic sensing solutions"
1875,SBA Communications,18.441,1.7630000000000001,0.0976,7.405,1876,Telecommunication Services,Telecommunications services,North America,United States,Florida,Florida,Jeffrey Stoops,http://www.forbes.com/companies/sba-communications/,0.013180283999999999,0.055360182,"SBA Communications Corporation is a real estate investment trust which owns and operates wireless infrastructure, including small cells, indoor/outdoor distributed antenna systems, and traditional cell sites that support antennas used for wireless communication by mobile carriers and wireless broadband providers in the United States and its territories, as well as in Canada, Central America, South America, and South Africa.

"
1876,Far Eastern New Century,5.099,7.1610000000000005,0.2651,17.365,1877,Materials,Diversified Chemicals,Asia,Taiwan,Taiwan,,Cheng Hu,http://www.forbes.com/companies/far-eastern-new-century/,0.01526634,0.037019969,"Far Eastern New Century (FENC; Chinese: 遠東新世紀; pinyin: Yuǎndōng Xīn Shìjì), formerly known as Far Eastern Textile Limited (FETL; Chinese: 遠東紡織股份有限公司), is a Taiwanese conglomerate. Its main activity is the production and finishing of synthetic fibres and other textiles. It has factories in China, Taiwan and Southeast Asia.In 2007 it was listed in the Forbes Global 2000 largest companies in the world, at #1560.

"
1877,IDEXX Laboratories,18.407,2.045,0.2836,1.469,1878,Health Care,Medical Equipment & Supplies,North America,United States,Maine,Maine,Jonathan W. Ayers,http://www.forbes.com/companies/idexx-laboratories/,0.19305650100000002,0.13867970699999999,"IDEXX Laboratories, Inc. is an American  multinational corporation   engaged in the development, manufacture, and distribution of products and services for the companion animal veterinary, livestock and poultry, water testing, and dairy markets. Incorporated in 1983 and headquartered in Westbrook, Maine, and EMEA in Hoofddorp, Netherlands,
IDEXX offers products to customers in over 175 countries around the world and employs approximately 9,200 people in full-and part-time positions (as of 7 February 2020). There are three main segments of the company: Companion Animal Group, Water, and Livestock, Poultry and Dairy (LPD). In addition, the company also manufactures and sells pet-side SNAP tests for a variety of animal health diagnostic uses."
1878,Olin,5.51,6.412000000000001,0.557,9.16,1878,Materials,Diversified Metals & Mining,North America,United States,Missouri,Missouri,John Fischer,http://www.forbes.com/companies/olin/,0.06080786,0.086868372,"Olin Corporation is an American manufacturer of ammunition, chlorine, and sodium hydroxide.  Based in Clayton, Missouri, it traces its roots to two companies, both founded in 1892: Franklin W. Olin's Equitable Powder Company and the Mathieson Alkali Works. After being headquartered for many years in Stamford, Connecticut, it is now headquartered in Clayton, Missouri."
1879,Oriental Bank of Commerce,0.777,3.15,-0.8354,36.986999999999995,1880,Financials,Regional Banks,Asia,India,India,,Mukesh Jain,http://www.forbes.com/companies/oriental-bank-of-commerce/,-0.022586314,-0.265206349,"Oriental Bank of Commerce (BSE: 532461 NSE: PNB) was an Indian public sector bank. Headquartered at Gurgaon, Haryana, had 2390 branches and 2625 ATMs across India. (1943–2020)
On 1 April 2020, the bank along with United Bank of India has been merged with Punjab National Bank, making it as the second-largest public sector bank in India.

"
1880,Murphy USA,2.224,13.071,0.2876,2.252,1881,Consumer Discretionary,Specialty Stores,North America,United States,Arkansas,Arkansas,R. Clyde,http://www.forbes.com/companies/murphy-usa/,0.127708703,0.022002907000000002,"Murphy USA is an American corporation operating a chain of retail gas stations that are primarily located in proximity to Walmart stores. It was founded as a spin-off of Murphy Oil in 2013. In 2018, it was ranked 279 on the Fortune 500 list of the largest United States corporations by revenue.In the first quarter of 2016, Murphy USA announced a change in its relationship with Walmart, as they began opening their own in-house gas stations and convenience stores. It plans to increase its locations independently of Walmart sites. In 2016 Murphy USA announced that Core-Mark would be the sole distributor for their chain. It said, ""...this partnership will allow Murphy to offer a larger selection of popular convenience store products.""On December 14, 2020, Murphy USA announced that it has reached an agreement to purchase QuickChek convenience stores, based in Whitehouse Station, New Jersey, for $645 million.

"
1881,Allahabad Bank,0.573,3.0669999999999997,-0.0416,36.646,1882,Financials,Regional Banks,Asia,India,India,,Usha Ananthasubramanian,http://www.forbes.com/companies/allahabad-bank/,-0.001135185,-0.013563743,"Allahabad Bank was a nationalised bank with its headquarters in Kolkata, India. Until its merger with the Indian Bank, it was the oldest joint stock bank in India. On 24 April 2014, the bank entered into its 150th year of establishment. The bank was founded in Allahabad in 1865.As of 31 March 2018, Allahabad Bank had over 3245 branches across India. The bank did a total business of INR 3.8 trillion during the FY 2017–18.The bank's market capitalisation in June 2018 was US$573 million and it ranked #1,882  on the Forbes Global 2000 list. On 30 August 2019, the Finance Minister Nirmala Sitharaman announced merger of Allahabad Bank with Indian Bank."
1882,Asian Paints,18.382,2.505,0.3102,1.95,1882,Materials,Specialized Chemicals,Asia,India,India,,K. S.,http://www.forbes.com/companies/asian-paints/,0.159076923,0.123832335,"Asian Paints Limited is an Indian multinational paint company headquartered in Mumbai, Maharashtra. The company is engaged in the business of manufacturing, selling and distribution of paints, coatings, products related to home decor, bath fittings and providing of related services. Asian Paints is India's largest and Asia's third largest paints corporation. As of 2015, it has the largest market share with 54.1% in the Indian paint industry. Asian Paints is the holding company of Berger International.

"
1883,Want Want China,11.419,2.812,0.4493,3.802,1882,Consumer Staples,Food Processing,Asia,China,China,,Eng-Meng Tsai,http://www.forbes.com/companies/want-want-china/,0.118174645,0.15977951599999998,"Want Want China Holdings Limited (Chinese: 中國旺旺控股有限公司; pinyin: Zhōngguó Wàngwàng Kònggǔ Yǒuxiàngōngsī) is the largest maker of rice cakes and flavored milk in China. It is also engaged in the manufacturing and sales of snack foods and beverages. The company's parent company is Want Want Holdings in Taiwan. Its headquarters are in Minhang District, Shanghai.

"
1884,CF Industries Holdings,9.218,4.05,0.444,13.522,1885,Materials,Specialized Chemicals,North America,United States,Illinois,Illinois,Tony Will,http://www.forbes.com/companies/cf-industries-holdings/,0.032835379,0.10962963,"CF Industries Holdings, Inc. is a North American manufacturer and distributor of agricultural fertilizers, based in Deerfield, Illinois, a suburb of Chicago.  It was founded in 1946 as the Central Farmers Fertilizer Company. For its first 56 years, it was a federation of regional agricultural supply cooperatives. CF then demutualized, and became a publicly traded company.

"
1885,Mettler-Toledo International,14.315,2.7910000000000004,0.3768,2.512,1885,Industrials,Conglomerates,North America,United States,Ohio,Ohio,Olivier Filliol,http://www.forbes.com/companies/mettler-toledo-international/,0.15,0.135005374,"Mettler Toledo (NYSE: MTD) is a multinational manufacturer of scales and analytical instruments. It is the largest provider of weighing instruments for use in laboratory, industrial, and food retailing applications. The company also provides various analytical instruments, process analytics instruments, and end-of-line inspection systems. The company operates worldwide with 70% of net sales, derived in equal parts, from Europe and from the Americas. Asian business is included in the remaining 30%. Mettler Toledo is headquartered in Switzerland and incorporated in the United States."
1886,PacWest Bancorp,6.755,1.215,0.3931,24.149,1887,Financials,Regional Banks,North America,United States,California,California,Matthew Wagner,http://www.forbes.com/companies/pacwest-bancorp/,0.016278107,0.323539095,"PacWest Bancorp (NASDAQ: PACW) is a bank holding company based in Los Angeles, California, with one wholly owned banking subsidiary, Pacific Western Bank. Pacific Western Bank has 79 full-service branches in California and one branch in Durham, North Carolina. Pacific Western provides commercial banking services, including real estate, construction, and commercial loans, and deposit and treasury management services to small and medium-sized businesses. Pacific Western offers additional products and services under the brands of its business groups, CapitalSource and Square 1 Bank, now known as National Lending and Venture Banking groups, respectively. National Lending Group provides cash flow, asset-based, equipment and real estate loans and treasury management services to established middle-market businesses on a national basis. Venture Banking Group focuses on entrepreneurial businesses and their venture capital and private equity investors.
As of 2019, Pacific Western had $26 billion in assets and 79 locations in California, primarily in the southern and central parts of the state. Pacific Western has primarily built by the acquisition of other banks. PacWest Bancorp was named the best bank in United States for 2017 by Forbes.

"
1887,Seiko Epson,6.695,9.943999999999999,0.3775,9.716000000000001,1887,Industrials,Business Products & Supplies,Asia,Japan,Japan,,Minoru Usui,http://www.forbes.com/companies/seiko-epson/,0.038853438,0.037962591000000004,"Seiko Epson Corporation (セイコーエプソン株式会社, Seikō Epuson Kabushiki-gaisha), or simply known as Epson (an abbreviation for ""Son of Electronic Printer""), is a Japanese electronics company and one of the world's largest manufacturers of computer printers, and information and imaging related equipment. Headquartered in Suwa, Nagano, Japan, the company has numerous subsidiaries worldwide and manufactures inkjet, dot matrix and laser printers, scanners, desktop computers, business, multimedia and home theatre projectors, large home theatre televisions, robots and industrial automation equipment, point of sale docket printers and cash registers, laptops, integrated circuits, LCD components and other associated electronic components. It is one of three core companies of the Seiko Group, a name traditionally known for manufacturing Seiko timepieces since its founding.

"
1888,Spirit AeroSystems,9.589,7.025,0.3384,5.37,1887,Industrials,Aerospace & Defense,North America,United States,Kansas,Kansas,Thomas Gentile,http://www.forbes.com/companies/spirit-aerosystems/,0.06301676,0.048170819000000004,"Spirit AeroSystems, Inc. (""Spirit""), based in Wichita, Kansas, is the world's largest first-tier aerostructures manufacturer. The company builds several important pieces of Boeing aircraft, including the fuselage of the 737, portions of the 787 fuselage, and the cockpit section of the fuselage (referred to as ""Section 41"" by Boeing) of nearly all of its airliners. Spirit also produces fuselage sections and front wing spars for the Airbus A350. Spirit's main competition comes from Triumph Aerostructures - Vought Aircraft Division, Collins Aerospace, Leonardo, and Kawasaki Heavy Industries."
1889,H Lundbeck,13.1,2.613,0.3979,3.222,1890,Health Care,Pharmaceuticals,Europe,Denmark,Denmark,,Claus Braestrup,http://www.forbes.com/companies/h-lundbeck/,0.123494724,0.15227707599999998,"H. Lundbeck A/S (commonly known simply as Lundbeck) is a Danish international pharmaceutical company engaged in the research and development, production, marketing, and sale of drugs for the treatment of disorders in the central nervous system (CNS), including depression, schizophrenia, Alzheimer's disease and Parkinson's disease.Headquartered in Copenhagen, Denmark, Lundbeck has international production facilities in Denmark, Italy and France and affiliates or sales offices in more than 50 countries. Lundbeck employs around 5,000 people globally (as of 2017), and the company's products are registered in more than 100 countries worldwide.In 2017, the company's revenue was DKK 17.2 billion (€2.3 billion).
Lundbeck is listed on the Copenhagen Stock Exchange (CSE).
Lundbeck is a full member of the European Federation of Pharmaceutical Industries and Associations (EFPIA) and of the International Federation of Pharmaceutical Manufacturers and Associations (IFPMA)

"
1890,Berry Global Group,6.462999999999999,7.53,0.47,9.107000000000001,1891,Materials,Containers & Packaging,North America,United States,Indiana,Indiana,Thomas Salmon,http://www.forbes.com/companies/berry-global-group/,0.051608653,0.062416999,"Berry Global, Inc is a Fortune 500 global manufacturer and marketer of plastic packaging products. Headquartered in Evansville, Indiana, it has over 290 facilities across the globe and more than 48,000 employees. With $13 billion in revenues in fiscal year 2018, the company is the 6th largest Indiana headquartered company in Fortune Magazine’s ranking. In April 2017, the company changed its name from Berry Plastics to Berry Global, Inc.The company has three core divisions: (1) Health, Hygiene, and Specialties; (2) Consumer Packaging; and (3) Engineered Materials. Berry claims to be the world's leader in manufactured aerosol caps, and also provides one of the most extensive lines of container products. Berry has more than 2,500 clients, including firms as Sherwin-Williams, Borden, McDonald's, Burger King, Gillette, Procter & Gamble, Coca-Cola, Wal-Mart, Kmart, and Hershey Foods.

"
1891,Founder Securities,8.005,1.018,0.2059,23.848000000000003,1891,Financials,Investment Services,Asia,China,China,,Li Gao,http://www.forbes.com/companies/founder-securities/,0.008633848000000001,0.202259332,"Citadel LLC (formerly known as Citadel Investment Group, LLC) is an American multinational hedge fund and financial services company. Founded in 1990 by Kenneth Griffin, the company operates two primary businesses: Citadel, one of the world's largest alternative asset managers with more than US$35 billion in assets under management (as of October 1, 2020); and Citadel Securities, one of the leading market makers in the world, whose trading products include equities, equity options, and interest rate swaps for retail and institutional clients.
The company has more than 1,400 employees, with corporate headquarters in Chicago, operational headquarters in Manhattan, and offices throughout North America, Asia, and Europe.

"
