,Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,description
1293,Transurban Group,25.236,2.778,0.20600000000000002,23.374000000000002,1294,Industrials,Other Transportation,Australia,Australia,Australia,,Louis Charlton,http://www.forbes.com/companies/transurban-group/,0.00881321126037478,0.074154067674586,"Transurban is a road operator company that manages and develops urban toll road networks in Australia, Canada and the United States. It was founded in 1999 and is listed on the Australian Securities Exchange (ASX).
In Australia, Transurban is the full owner of CityLink in Melbourne, which connects three of the city's major freeways; and has stakes in six tolled motorways in Sydney, and, in six of the six Linkt network tolled motorways in Brisbane. In the United States, Transurban has ownership interests in the 495 Express Lanes on a section of the Capital Beltway around Washington, DC. It also has an interest in the connecting 95 Express Lanes project on Interstate 95. In Canada, Transurban holds an interest in the A25 Motorway.
Transurban was included on the Dow Jones Sustainability Index (DJSI) World List from 2006 to 2010 and on the DJSI Asia Pacific List from 2011 to 2015."
1294,Mitsui Chemicals,4.931,13.432,0.621,13.485999999999999,1295,Materials,Specialized Chemicals,Asia,Japan,Japan,,Tsutomu Tannowa,http://www.forbes.com/companies/mitsui-chemicals/,0.0460477532255672,0.0462328767123288,"Mitsui Chemicals (三井化学株式会社, Mitsui-Kagaku Kabushiki-gaisha) is a Japanese chemicals company listed on the Nikkei with business interests in Japan, Europe, China, Southeast Asia and the USA. It is a part of the Mitsui conglomerate. The company mainly deals in performance materials, petro and basic chemicals and functional polymeric materials.
With the growth of opportunities in India, Mitsui Chemicals has decided to establish its first polypropylene compounding plant in India at 'Japanese Investment park' Neemrana phase III. The unit being set up will be the manufacturing base of Mitsui Chemicals Group in India in which Mitsui Chemicals holds 80% equity and 20% equity is with another subsidiary, Prime Polymers Company of Japan.

"
1295,Maanshan Iron & Steel,4.034,12.279000000000002,0.907,11.197000000000001,1296,Materials,Iron & Steel,Asia,China,China,,Hai Qian,http://www.forbes.com/companies/maanshan-iron-steel/,0.0810038403143699,0.07386594999592799,"Maanshan Iron & Steel Company Limited, known as Maanshan Iron & Steel or just Masteel  (in Chinese Magang) is a Chinese listed company which engaged in steel manufacturing. The company was based in Ma'anshan, Anhui province. Since its establishment in 1993, it was controlled by the Chinese governments. However, the indirect parent company was changed to central government owned China Baowu Steel Group in June 2019, after the Group acquired 51% stake of Masteel Group, the direct parent company of the listed company from the Anhui provincial government."
1296,Jacobs Engineering,10.732999999999999,15.318,0.299,12.945,1297,Industrials,Construction Services,North America,United States,Texas,Texas,Steven Demetriou,http://www.forbes.com/companies/jacobs-engineering/,0.0230977211278486,0.0195195195195195,"Jacobs Engineering Group Inc. (NYSE: J) is an American international technical professional services firm. The company provides technical, professional and construction services, as well as scientific and specialty consulting for a broad range of clients globally, including companies, organizations, and government agencies. Its worldwide annual revenue reached nearly $15 billion in the 2018 fiscal year. Jacobs has consistently ranked No. 1 on both Engineering News-Record (ENR)'s 2018/2019/2020 Top 500 Design Firms and Trenchless Technology’s 2018/2019 Top 50 Trenchless Engineering Firms."
1297,Partners Group Holding,19.917,1.53,0.7859999999999999,2.992,1298,Financials,Investment Services,Europe,Switzerland,Switzerland,,André Frei,http://www.forbes.com/companies/partners-group-holding/,0.262700534759358,0.5137254901960779,"Partners Group AG (SIX: PGHN) is a Swiss global private equity firm with US$96.3 billion in assets under management in private equity, private infrastructure, private real estate and private debt. The firm manages a broad range of funds, structured products and customized portfolios for an international clientele of institutional investors, private banks and other financial institutions. The firm has completed more than 240 private equity investments in portfolio companies. As of 2016, Partners Group is the second-most-valuable publicly-listed private markets firm in the world by market capitalization, after The Blackstone Group.Partners Group is a component of the Swiss Market Index.

"
1298,AVIC Capita,8.675,2.334,0.478,43.74,1299,Financials,Investment Services,Asia,China,China,,Hong Zhao,http://www.forbes.com/companies/avic-capita/,0.0109282121627801,0.20479862896315304,NEEDS_MANUAL_SUMMARY
1299,Focus Media Information Technology,14.748,2.1,1.055,2.687,1300,Consumer Discretionary,Advertising,Asia,China,China,,Xun Li,http://www.forbes.com/companies/focus-media-information-technology/,0.39263118719761797,0.502380952380952,"Focus Media Information Technology formerly Focus Media Holding is a Chinese company which operates the largest out-of-home advertising network in that country, consisting predominantly of digital signage screens, and claims to own the country's largest Internet advertising agency."
1300,Koito Manufacturing,9.812000000000001,7.388,0.787,6.45,1300,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Takashi Ohtake,http://www.forbes.com/companies/koito-manufacturing/,0.12201550387596902,0.106524093123985,"KI Holdings Co., Ltd. (KIホールディングス株式会社, KI Holdings kabushikigaisha) is a business holdings company headquartered in Totsuka-ku in Yokohama, in the Kanagawa Prefecture of Japan.  It is a subsidiary of Koito Manufacturing Company.  KI Holdings manufactures railway equipment, and aircraft lighting.
In 1967, the company inherited the railway vehicle equipment/seat division and the lighting/electric equipment division of Koito Manufacturing Company.
On 1 August 2011, businesses other than aircraft seats were spun out as ""Koito Electric""."
1301,Check Point Software,18.744,1.916,0.821,5.827999999999999,1302,Information Technology,Software & Programming,Asia,Israel,Israel,,Gil Shwed,http://www.forbes.com/companies/check-point-software/,0.140871654083734,0.428496868475992,"Check Point is an American-Israeli multinational provider of software and combined hardware and software products for IT security, including network security, endpoint security, cloud security, mobile security, data security and security management.
As of 2019, the company has approximately 5,000 employees worldwide. Headquartered in Tel Aviv, Israel and San Carlos, California, the company has development centers in Israel and Belarus and previously held in United States (ZoneAlarm), Sweden (former Protect Data development centre) following acquisitions of companies who owned these centers. The company has offices in over 70 locations worldwide including main offices in North America, 10 in the United States (including in San Carlos, California and Dallas, Texas), 4 in Canada (including Ottawa, Ontario) as well as in Europe (London, Paris, Munich, Madrid) and in Asia Pacific (Singapore, Japan, Bengaluru, Sydney) .

"
1302,Quinenco,4.541,8.542,0.307,60.138000000000005,1302,Industrials,Conglomerates,South America,Chile,Chile,,José Mackenna,http://www.forbes.com/companies/quinenco/,0.00510492533838837,0.0359400608756731,"Quiñenco S.A is a Chile-based company engaged in the investment in companies active in the industrial and financial sectors. It is one of Chile’s largest business conglomerates, with US$71 billion in assets under management. Founded in 1957 by Andrónico Luksic, Quiñenco is controlled by Chile’s Grupo Luksic.
The Luksic family owns 81% of Quiñenco’s shares. The Luksic family is the 4th richest family in Latin America, according to a Forbes ranking.  Andrónico Luksic Craig became chairman of the holding entity Quiñenco in 2013. He had first been appointed as a director at Quiñenco in 1978.

"
1303,Leidos,9.372,10.193999999999999,0.581,8.992,1304,Industrials,Aerospace & Defense,North America,United States,Virginia,Virginia,Roger Krone,http://www.forbes.com/companies/leidos/,0.0646129893238434,0.0569943103786541,"Leidos, formerly known as Science Applications International Corporation (SAIC), is an American Defense, Aviation, Information Technology (Lockheed Martin IS&GS), and Biomedical Research company headquartered in Reston, Virginia, that provides scientific, engineering, systems integration, and technical services. Leidos merged with Lockheed Martin's IT sector in August 2016 for Information Systems & Global Solutions business to create the defense industry’s largest IT services provider. The Leidos-Lockheed Martin merger is one of the biggest transactions thus far in the consolidation of a defense sector. Leidos works extensively with the United States Department of Defense (4th largest DoD contractor FY2012), the United States Department of Homeland Security, and the United States Intelligence Community, including the NSA, as well as other U.S. government civil agencies and selected commercial markets.

"
1304,Dover,14.199000000000002,7.079,0.545,8.366,1305,Industrials,Conglomerates,North America,United States,Illinois,Illinois,Richard Tobin,http://www.forbes.com/companies/dover/,0.0651446330384891,0.0769882751801102,"Dover Corporation is an American conglomerate manufacturer of industrial products. Founded in 1955 in New York City, Dover is now based in Downers Grove, Illinois, and employs more than 26,000 people worldwide. Dover's business is divided into five segments; ENGINEERED PRODUCTS, FUELING SOLUTIONS, IMAGING & IDENTIFICATION, PUMPS & PROCESS,  SOLUTIONS, REFRIGERATION & FOOD EQUIPMENT. Each segment holds operating companies that are run like independent companies. Dover is a constituent of the S&P 500 index and trades on the New York Stock Exchange under ""DOV"". Dover is ranked 360th on the Fortune 500. The company relocated its headquarters to Illinois from New York in mid-2010.

"
1305,Grupo Bimbo,10.071,14.985,0.301,13.370999999999999,1306,Consumer Staples,Food Processing,North America,Mexico,Mexico,,Daniel Servitje Montull,http://www.forbes.com/companies/grupo-bimbo/,0.0225114052800838,0.0200867534200868,"Grupo Bimbo, S.A.B. de C.V. (also known as Bimbo) is a Mexican multinational company with a presence in 33 countries of America, Europe, Asia, and Africa. It has an annual sales volume of 15 billion dollars. It operates under the corporate philosophy of “building a sustainable, highly and deeply humane company” and is currently listed on the Mexican stock exchange with the ticker BIMBO.Grupo Bimbo has 134 thousand employees, 196 bakery plants, 3 million points of sale, a distribution network with 57 thousand routes all over the world. The company has more than 100 brands and 13 thousand products, like Bimbo, Tía Rosa, Ricolino, Entenmann’s, Pullman, Rainbo, Nutrella, Marinela, Oroweat, Sara Lee, Thomas’, Arnold and Barcel, to name a few. Its strategic associations include Alicorp (Peru); Blue Label (Mexico); Fincomún, Galletas la Moderna, Grupo Nutresa (Colombia); Mundo Dulce (Argentina); among others.As of 1997, Daniel Servitje is Grupo Bimbo’s Chairman and CEO.

"
1306,Sino Biopharmaceutical,12.468,3.155,1.3259999999999998,7.251,1307,Health Care,Biotechs,Asia,Hong Kong,Hong Kong,,Ping Tse,http://www.forbes.com/companies/sino-biopharmaceutical/,0.182871328092677,0.42028526148969897,"Sino Biopharmaceutical Limited (SEHK: 1177) (simplified Chinese: 中国生物制药有限公司; traditional Chinese: 中國生物製藥有限公司; pinyin: zhōng guó shēng wù zhì yào yǒu xiàn gōng sī), shortly Sino Biopharm, is a civilian-run enterprise principally engaged in the medicine products business in Mainland China. 
Being a member of Charoen Pokphand Group and headquartered in Hong Kong and Beijing, Sino Biopharm is engaged in researching, developing, producing, and selling biopharmaceutical products for the medical treatment of ophthalmia, as well as modernized Chinese medicine and chemical medicine for the treatment of hepatitis through its subsidiaries.Sino Biopharm is also involved in other minor businesses through its subsidiaries, such as properties, health food, optical glass, optical and auditory products.

"
1307,Everest Re Group,10.495,7.382999999999999,0.10300000000000001,24.794,1308,Financials,Diversified Insurance,North America,Bermuda,Bermuda,,Dominic Addesso,http://www.forbes.com/companies/everest-re-group/,0.0041542308623054,0.0139509684410131,"Everest Re Group is a reinsurance company based in Hamilton, Bermuda."
1308,Jinke Property Group,6.275,6.019,0.5870000000000001,33.602,1308,,,Asia,China,China,,Si Jiang,http://www.forbes.com/companies/jinke-property-group/,0.0174691982620082,0.0975245057318491,"This is a list of companies on the Shenzhen Stock Exchange up to 2011, along with their capital, industry, and listing date.  Many of these are subsidiaries of state-owned enterprises.

"
1309,Bombardier,5.0,16.234,0.23199999999999998,24.958000000000002,1310,Industrials,Aerospace & Defense,North America,Canada,Canada,,Alain Bellemare,http://www.forbes.com/companies/bombardier/,0.00929561663594839,0.0142909942096834,"Bombardier Inc. (French pronunciation: ​[bɔ̃baʁdje]) is a Canadian manufacturer of business jets. It was also formerly a manufacturer of commercial jets, public transport vehicles, trains and recreational vehicles, with the latter being spun-off as Bombardier Recreational Products. The company originally produced snowmobiles, over the years it expanded into the aviation, rail, and public transit businesses.
Bombardier manufactures several series of corporate jets, Global 7500, Global Express, Challenger 600, Challenger 300, and Learjet 70/75.

"
1310,L Brands,7.067,13.237,0.644,8.09,1311,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,Ohio,Ohio,Leslie H. Wexner,http://www.forbes.com/companies/l-brands/,0.0796044499381953,0.0486515071390799,"L Brands, Inc. (formerly known as Limited Brands, Inc. and The Limited, Inc.) is an American fashion retailer based in Columbus, Ohio.
Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $12.914 billion in revenue in 2019, and was listed as 248 on the 2020 Fortune 500 list of largest United States companies by revenue.In February 2020, L Brands announced the planned sale of its Victoria Secret division to Sycamore Partners, private equity firm. Under the agreement, Sycamore Partners would gain a 55% controlling stake in Victoria's Secret while L Brands would keep a 45% stake, leaving Bath & Body Works to become L Brand's sole business.  The sale fell through in May 2020, although Wexner did step down as CEO as planned, replaced by Andrew Meslow.

"
1311,Wuestenrot & Wuerttembergische,1.975,7.523,0.253,82.012,1312,Financials,Investment Services,Europe,Germany,Germany,,Jürgen Junker,http://www.forbes.com/companies/wuestenrot-wuerttembergische/,0.00308491440277033,0.0336302007177987,NEEDS_MANUAL_SUMMARY
1312,DaVita,8.691,11.405,0.159,19.32,1313,Health Care,Healthcare Services,North America,United States,Colorado,Colorado,Kent Thiry,http://www.forbes.com/companies/davita/,0.008229813664596271,0.0139412538360368,"DaVita Inc. provides kidney dialysis services through a network of 2,753 outpatient dialysis centers in the United States, serving 206,900 patients, and 259 outpatient dialysis centers in 10 other countries serving 28,700 patients. The company primarily treats end-stage renal disease (ESRD), which requires patients to undergo dialysis 3 times per week for the rest of their lives unless they receive a donor kidney. The company has a 37% market share in the U.S. dialysis market. It is organized in Delaware and based in Denver.In 2019, 69% of the company's revenues came from Medicare and other government-based health insurance programs. In 2019, 90% of the company's patients were covered by government-based health insurance programs. Commercial payers, which accounted for 31% of revenues in 2019, generate all of the company's profit as they reimburse at a much higher rate than government-based health insurance programs.The company is ranked 188th on the Fortune 500.The name ""DaVita"" is derived from the Italian language phrase ""Dare Vita"", which means ""giving life""."
1313,Ventas,21.095,3.7460000000000004,0.363,22.585,1314,Financials,Real Estate,North America,United States,Illinois,Illinois,Debra Cafaro,http://www.forbes.com/companies/ventas/,0.0160726145671906,0.09690336358782699,"Ventas, Inc. is a real estate investment trust specializing in the ownership and management of health care facilities in the United States, Canada and the United Kingdom.
As of December 2019, the group's portfolio consisted of 1,200 properties divided among nursing homes, medical office buildings, rehabilitation and acute care centres, special care centres, laboratories and research centres and medical-surgical centres for a total value of nearly $25 billion.
As of 2019 it is a Fortune 1000 corporation.

"
1314,Coca-Cola HBC,12.870999999999999,7.854,0.528,7.835,1315,Consumer Staples,Beverages,Europe,Switzerland,Switzerland,,Zoran Bogdanovic,http://www.forbes.com/companies/coca-cola-hbc/,0.0673899170389279,0.0672268907563025,"Coca-Cola HBC  A.G. also known as Coca-Cola Hellenic Bottling Company or just Coca-Cola Hellenic is the world's third-largest Coca-Cola anchor bottler in terms of volume with sales of more than 2 billion unit cases. Coca-Cola HBC's shares are primarily listed on the London Stock Exchange with a secondary listing on the Athens Stock Exchange. The company is a constituent of the FTSE 100 Index. Coca-Cola HBC has been named the industry leader among beverage companies in the 2014 Dow Jones Sustainability Index (DJSI) and is also included in the FTSE4Good Index.

"
1315,Tenet Healthcare,2.41,18.313,0.111,22.409000000000002,1316,Health Care,Healthcare Services,North America,United States,Texas,Texas,Ronald Rittenmeyer,http://www.forbes.com/companies/tenet-healthcare/,0.00495336695077871,0.00606126795172828,"Tenet Healthcare Corporation is a multinational investor-owned healthcare services company based in Dallas, Texas, United States. Through its brands, subsidiaries, joint ventures, and partnerships, including United Surgical Partners International (USPI), the company operates 65 hospitals and approximately 500 other healthcare facilities. Tenet also operates Conifer Health Solutions, which provides healthcare support services to health systems and other clients.
Since its founding in 1969, Tenet has expanded significantly. Among other major acquisitions and formations, Tenet founded Conifer Health Solutions in 2008, MedPost Urgent Care in 2014, and in 2013 acquired Vanguard Health Systems, Inc., an investor-owned hospital company whose operations complemented Tenet's existing business. The acquisition created the third-largest investor-owned hospital company in the United States in terms of revenue and the third-largest in number of hospitals owned. In 2015, Tenet acquired USPI, which created the largest operator of outpatient surgery centers in the United States. In 2020, the company ranked 174th in the Fortune 500."
1316,Metro,9.441,12.235,0.484,8.001,1317,Consumer Staples,Food Retail,North America,Canada,Canada,,Eric La Flèche,http://www.forbes.com/companies/metro-inc/,0.0604924384451944,0.0395586432366163,"Metro AG is a German multinational company based in Düsseldorf which operates business membership only cash and carry stores primarily under Metro brand. Until 2020 it was also active in general retail business through Real division, which was sold to an investor consortium.
Unlike American warehouse clubs such as Costco or Sam's Club, it is not possible for private customers to acquire a membership for most Metro locations. As of 2020 it operates around 680 stores in 24 countries in Europe and Asia.The company was established in 1964 by Ernst Schmidt and Wilhelm Schmidt-Ruthenbeck. In 2010, it was the fourth-largest retailer in the world measured by revenues, after  Wal-Mart, Carrefour and Tesco. Its current incarnation was launched in 2017 as a spun-off of old Metro AG, which continued to be a consumer electronics retailer and renamed itself Ceconomy.

"
1317,Bluescope Steel,5.166,9.296,1.308,7.882000000000001,1318,Materials,Iron & Steel,Australia,Australia,Australia,,Mark Vassella,http://www.forbes.com/companies/bluescope-steel/,0.16594772900279098,0.140705679862306,"BlueScope Steel Limited is an Australian flat product steel producer with resources coming in from New Zealand, Pacific Islands, North America, and Asia.

"
1318,Hyundai Heavy Industries,7.525,11.922,-0.474,22.163,1318,Industrials,Heavy Equipment,Asia,South Korea,South Korea,,Hwan-Goo Kang,http://www.forbes.com/companies/hyundai-heavy-industries/,-0.0213869963452601,-0.0397584297936588,"Hyundai Heavy Industries Co., Ltd. (or HHI) is the world's largest shipbuilding company. Its headquarters are in Ulsan, South Korea. HHI was founded in 1972 by Chung Ju-yung as a division of the Hyundai Group, and in 1974, completed building its first ships.  In 2002, the company was spun-off from its parent company.  HHI has four core business divisions: Shipbuilding, Offshore & Engineering, Industrial Plant & Engineering, and Engine & Machinery. HHI also has five non-core related subsidiaries: Hyundai Electric & Energy Systems, Hyundai Construction Equipment, Hyundai Robotics, Hyundai Heavy Industries Green Energy, and Hyundai Global Service.The Hyundai Group started as a small South Korean construction firm in 1947, headed by its founder, Korean entrepreneur Chung Ju-yung. Another widely known and closely related Korean company, the Hyundai Motor Company, was founded in 1967, five years prior to the founding of the Heavy Industry Group. The motor company was also founded by Chung.
The name is an informal romanisation of the Korean 현대 (hyeondae) meaning ""contemporary"", which was Chung's vision for the group of companies that he founded."
1319,Techtronic Industries,13.555,7.021,0.552,6.349,1320,Consumer Staples,Household/Personal Care,Asia,Hong Kong,Hong Kong,,Joseph Galli,http://www.forbes.com/companies/techtronic-industries/,0.0869428256418334,0.0786212790200826,"Techtronic Industries Company Limited (SEHK: 669) is a Hong Kong multinational manufacturing company. It designs, manufactures, and markets power tools, outdoor power equipment, accessories, hand tools, layout and measuring tools, floorcare and appliances. The Company's products are used by consumers, professionals, and industrial users in the home, construction, maintenance, industrial and infrastructure industries.The company was founded by Horst Julius Pudwill and Roy Chi Ping Chung (锺志平) GBS BBS JP in 1985, TTI's brand portfolio includes Milwaukee, AEG Power Tools, Ryobi, Homelite, Empire, Stiletto, Hoover US, Hart, Oreck, Vax, and Dirt Devil. It has a worldwide customer reach and over 30,000 staff. In 2019, TTI reached worldwide annual sales of over US$7.7 billion.

"
1320,Fukuoka Financial Group,4.406000000000001,2.148,0.451,191.215,1321,Financials,Regional Banks,Asia,Japan,Japan,,Masaaki Tani,http://www.forbes.com/companies/fukuoka-financial-group/,0.00235860157414429,0.209962756052142,"Fukuoka Financial Group is a Japanese company. Assets — $128.9 billion (2015). It is listed on the Nikkei 225.Japan's Fukuoka Financial, Eighteenth Bank to extend timeline indefinitely"
1321,Tractor Supply,12.485,7.9110000000000005,0.532,3.187,1321,Consumer Discretionary,Specialty Stores,North America,United States,Tennessee,Tennessee,Gregory Sandfort,http://www.forbes.com/companies/tractor-supply/,0.166928145591465,0.0672481355075212,"Tractor Supply Company (TSCO) is an American retail chain of stores that offers products for home improvement, agriculture, lawn and garden maintenance, livestock, equine and pet care."
1322,National Oilwell Varco,10.409,8.455,-0.031,19.796,1323,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Clay C. Williams,http://www.forbes.com/companies/national-oilwell-varco/,-0.00156597292382299,-0.00366646954464814,"NOV Inc. (formerly National Oilwell Varco) is an American multinational corporation based in Houston, Texas. It is a leading worldwide provider of equipment and components used in oil and gas drilling and production operations, oilfield services, and supply chain integration services to the upstream oil and gas industry. The company conducts operations in more than 600 locations across six continents, operating through three reporting segments: Rig Technologies, Wellbore Technologies, and Completion & Production Solutions.

"
1323,Shanxi Taigang Stainless,4.333,11.040999999999999,0.998,10.293,1324,Materials,Iron & Steel,Asia,China,China,,Jian Gao,http://www.forbes.com/companies/shanxi-taigang-stainless/,0.0969590984163995,0.0903903631917399,"Taiyuan Iron and Steel (Group) Co., Ltd. formerly  Taiyuan Iron & Steel Corporation (TISCO), also known as Taigang Group is a Chinese steel maker based in Taiyuan, Shanxi Province. The company was the parent of Taigang Stainless Steel Co., Ltd., a listed steel manufacturer and Linfen Iron and Steel, an unlisted steel manufacturer respectively. The unlisted portion of the group, also consisted of a real estate company and a hospital.

"
1324,Shinsei Bank,3.3739999999999997,2.61,0.52,86.913,1325,Financials,Regional Banks,Asia,Japan,Japan,,Hideyuki Kudo,http://www.forbes.com/companies/shinsei-bank/,0.00598299448874162,0.19923371647509602,"Shinsei Bank, Limited (株式会社新生銀行, Kabushiki-gaisha Shinsei Ginkō) is a leading diversified Japanese financial institution that provides a full range of financial products and services to both institutional and individual customers. It is headquartered in Chuo, Tokyo.

"
1325,Lotte Shopping,4.4510000000000005,16.213,-0.66,23.534000000000002,1326,Consumer Discretionary,Department Stores,Asia,South Korea,South Korea,,Hee-Tae Gang,http://www.forbes.com/companies/lotte-shopping/,-0.0280445313163933,-0.040708073767963995,"Lotte Corporation (Korean: 롯데 그룹 lotte geurup) is a South Korean multinational conglomerate. Lotte began its history on June 28, 1948, by Korean businessman Shin Kyuk-ho in Tokyo. Shin expanded Lotte to his ancestral  country, South Korea, with the establishment of Lotte Confectionery in Seoul on April 3, 1967. Lotte eventually grew to become South Korea's fifth largest business conglomerate.Lotte Corporation consists of over 90 business units employing 60,000 people engaged in such diverse industries as candy manufacturing, beverages, hotels, fast food, retail, financial services, industrial chemicals, electronics, IT, construction, publishing, and entertainment. Lotte runs additional businesses in China, Thailand, Malaysia, Indonesia, Vietnam, India, United States, United Kingdom, Kazakhstan, Russia, Philippines, Myanmar, Pakistan and Poland (Lotte bought Poland's largest candy company Wedel from Kraft Foods in June 2010), Australia and New Zealand (Lotte successfully bought 4 duty free stores in Australia and 1 in New Zealand from JR/Group in 2019). Today, Lotte is the largest confectionery manufacturer in South Korea.

"
1326,Alrosa,11.027000000000001,4.743,1.425,5.9270000000000005,1327,Materials,Diversified Metals & Mining,Asia,Russia,Russia,,Sergey Ivanov,http://www.forbes.com/companies/alrosa/,0.240425172937405,0.30044275774826096,"Alrosa (Russian: АЛРОСА) is a Russian group of diamond mining companies that specialize in exploration, mining, manufacture, and sale of diamonds. The company leads the world in diamond mining by volume. Mining takes place in Western Yakutia, the Arkhangelsk region, and Africa. Alrosa is Russia's leading diamond mining and distribution company, accounting for 95% of Russian diamond production and 27% of global diamond extraction.The company's headquarters are located in Mirny (Sakha Republic) and Moscow.

"
1327,Fidelity National Financial,10.716,7.5920000000000005,0.628,9.411,1327,Financials,Property & Casualty Insurance,North America,United States,Florida,Florida,Randy Quirk,http://www.forbes.com/companies/fidelity-national-financial/,0.0667304218467751,0.0827186512118019,"Fidelity National Financial, Inc. (NYSE:FNF), a Fortune 500 company, is a provider of title insurance and settlement services to the real estate and mortgage industries.  FNF generated approximately $8.469 billion in annual revenue in 2019 from their title and real estate related operations. Fidelity National Financial, Inc. is currently ranked number 375 on FORTUNE's 2020 list of America's Largest Companies.

"
1328,RTL Group,8.99,7.6739999999999995,0.7879999999999999,9.516,1329,Consumer Discretionary,Broadcasting & Cable,Europe,Luxembourg,Luxembourg,,Thomas Rabe,http://www.forbes.com/companies/rtl-group/,0.0828079024800336,0.102684388845452,"RTL Group (for Radio Television Luxembourg) is an international media company based in Luxembourg with another corporate centre in Cologne, Germany. The company operates 68 television channels and 31 radio stations in Germany, France and other European countries. It also offers national streaming platforms, content productions and a range of digital services. Important segments of RTL Group are Mediengruppe RTL Deutschland, Groupe M6, Fremantle, RTL Nederland and RTL Belgium.The company, in its present form, was established by Bertelsmann, Groupe Bruxelles Lambert (GBL) and Pearson in the year 2000. Over the years, Bertelsmann, a conglomerate based in the German city of Gütersloh, continued to increase its stake in RTL Group and currently owns just over 75% of the shares in the company after holding a stake of more than 90% in the past. RTL Group is one of a total of eight divisions of Bertelsmann: It is responsible for more than a third of its revenue and a large share of its operating profit.

"
1329,Manpower,5.8260000000000005,21.991,0.557,8.52,1330,Consumer Discretionary,Business & Personal Services,North America,United States,Wisconsin,Wisconsin,Jonas Prising,http://www.forbes.com/companies/manpower/,0.0653755868544601,0.0253285434950662,"ManpowerGroup (formerly known as Manpower Inc.) is a Fortune 500 American multinational corporation headquartered in Milwaukee, Wisconsin. Founded in 1948 by Elmer Winter and Aaron Scheinfeld, ManpowerGroup is the third-largest staffing firm in the world behind Swiss firm Adecco and Dutch firm Randstad. The company provides administrative & support services, professional services, and business services through its four primary brands: Manpower (contingent staffing & permanent recruitment), Experis (professional resourcing and project-based solutions), Right Management (career management, workforce consulting, and training & development), and ManpowerGroup Solutions (managed services and outsourcing).

"
1330,Navient,2.966,5.667000000000001,0.395,104.176,1330,Financials,Regional Banks,North America,United States,Delaware,Delaware,Jack Remondi,http://www.forbes.com/companies/navient/,0.00379166026724006,0.0697017822481031,"Navient is a U.S. corporation based in Wilmington, Delaware, whose operations include servicing and collecting student loans. Managing nearly $300 billion in student loans for more than 12 million debtors, the company was formed in 2014 by the split of Sallie Mae into two distinct entities, Sallie Mae Bank and Navient. Navient employs 6,000 individuals at offices across the U.S. As of 2018, Navient services 25% of student loans in the United States.

"
1331,Banco BPM,3.622,6.098,-0.07,183.435,1332,Financials,Regional Banks,Europe,Italy,Italy,,Giuseppe Castagna,http://www.forbes.com/companies/banco-bpm/,-0.000381606563632895,-0.011479173499508001,"Banco BPM S.p.A. is an Italian bank that started to operate on 1 January 2017, by the merger of Banco Popolare and Banca Popolare di Milano (BPM) (approved by the board of directors on 24 May 2016). The bank is the third largest retail and corporate banking conglomerate in Italy (in terms of total assets in 2016), behind Intesa Sanpaolo and UniCredit. The bank had dual headquarters in Verona and Milan respectively.
The shares of the bank is a constituent of Italian blue chip index FTSE MIB; in 2018 Forbes Global 2000, Banco BPM was ranked the 831st.

"
1332,Chow Tai Fook Jewellery,11.165999999999999,8.185,0.5429999999999999,7.405,1333,Consumer Discretionary,Apparel/Accessories,Asia,Hong Kong,Hong Kong,,Siu Wong,http://www.forbes.com/companies/chow-tai-fook-jewellery/,0.0733288318703579,0.0663408674404398,"Chow Tai Fook group is a Hong Kong–based privately owned conglomerate that engaged in the jewellery, property development, hotel, department store, transportation, energy, telecommunications, port, casino and other businesses. Despite the holding companies of the group, namely Chow Tai Fook Capital Limited, Chow Tai Fook (Holding) Limited, Chow Tai Fook Enterprises Limited, etc. were privately owned, the group was partly floated in the public, via associate company New World Development (listed since 1972) and subsidiary Chow Tai Fook Jewellery Group Limited (listed since 2011). As of 31 December 2018, New World Development was ranked as the 47th largest companies of the Stock Exchange of Hong Kong by market capitalization, which was HK$105.68061 billion.However, the size of the unlisted portion of the Chow Tai Fook business empire is unclear. The Financial Times quoted one banker of Cheng Yu-tung family, saying ""You can't look at [Cheng] YT without looking at the private side of the business and his ability to spot early investment opportunities"". Notable unlisted business of the group includes Rosewood Hotel Group, as well as Australia-based Alinta Energy and Loy Yang B power station, which were acquired in 2017.
Chow Tai Fook Capital is ultimately owned by the descendants of the late Chow Tai Fook Jewellery founder Chow Chi-yuen （周至元）and his son-in-law, the late Cheng Yu-tung, which includes the current Chow Tai Fook Jewellery Group chairman, Chow Tai Fook (Holding) director Henry Cheng."
