,Company,Industry,Country,Market Value,Profits,Assets,Sales,Rank,Profits as % of Assets,Profits as % of Sales,description
1602,Dollar Tree,Retailing,United States,3.52,0.23,2.04,4.64,1603,0.11274509803921601,0.0495689655172414,"Dollar Tree, Inc., formerly known as Only $1.00, is an American chain of discount variety stores that sells items for $1 or less. Headquartered in Chesapeake, Virginia, it is a Fortune 500 company and operates 15,115 stores throughout the 48 contiguous U.S. states and Canada. Its stores are supported by a nationwide logistics network of twenty four distribution centers. The company operates one-dollar stores under the names of Dollar Tree and Dollar Bills. The company also operates a multi-price-point variety chain under the Family Dollar banner.
Dollar Tree competes in the dollar store and low-end retail markets. Each Dollar Tree stocks a variety of products including national, regional, and private-label brands. Departments found in a Dollar Tree store include health and beauty, food and snacks, party, seasonal décor, housewares, glassware, dinnerware, household cleaning supplies, candy, toys, gifts, gift bags and wrap, stationery, craft supplies, teaching supplies, automotive, electronics, pet supplies, and books. Most Dollar Tree stores also sell frozen foods and dairy items such as milk, eggs, pizza, ice cream, frozen dinners, and pre-made baked goods. In August 2012, the company began accepting manufacturer's coupons at all of its store locations.

"
1603,Jyske Bank,Banking,Denmark,0.93,0.18,44.22,2.54,1604,0.00407055630936228,0.0708661417322835,"Jyske Bank A/S is the third largest Danish bank in terms of market share.
The headquarters are located in Silkeborg, and the bank has 98 branches in Denmark, and a single one in Germany (Hamburg). It is the second-largest bank to be listed on the Copenhagen Stock Exchange, and it is the largest bank in Denmark headquartered outside Copenhagen.The current CEO of Jyske Bank is Anders Dam. The bank employs some 3350 individuals (2020).

"
1604,MEMC Electronic,Semiconductors,United States,3.35,0.39,2.94,2.0,1604,0.13265306122449003,0.195,"SunEdison, Inc. (formerly MEMC Electronic Materials) is a renewable energy company headquartered in the U.S. In addition to developing, building, owning, and operating solar power plants and wind energy plants, it also manufactures high purity polysilicon, monocrystalline silicon ingots, silicon wafers, solar modules, solar energy systems, and solar module racking systems. Originally a silicon-wafer manufacturer established in 1959 as the Monsanto Electronic Materials Company, Monsanto sold the company in 1989.
It is one of the leading solar-power companies worldwide, and with its acquisition of wind-energy company First Wind in 2014, SunEdison is the leading renewable energy development company in the world. In 2015, SunEdison sold off its subsidiary SunEdison Semiconductor, marking the completion of SunEdison, Inc.'s transition from a semiconductor-wafer company to a dedicated renewable-energy corporation.
Following years of major expansion and the announcement of the intent – which eventually fell through – to acquire the residential-rooftop solar company Vivint Solar in 2015, SunEdison's stock plummeted and its more than $11 billion in debt caused it to file for Chapter 11 bankruptcy protection on April 21, 2016., eventually emerging in December 2017 as a restructured, smaller, private company.

"
1605,STX Corp,Capital Goods,South Korea,0.41,0.09,8.51,8.85,1604,0.0105757931844888,0.0101694915254237,"ErosSTX Global Corporation is an Indian-American multinational media company that acquires, produces, and distributes films, television shows, and digital content. It is a merger of the Indian film and entertainment studio Eros International plc, and the American mini-major film studio STX Entertainment. The company is domiciled in the Isle of Man, and its main offices are in Burbank, California and Mumbai, India.The company is led by co-chairmen Kishore Lulla (son of Eros founder Arjan Lulla) and Robert Simonds, STX chairman and CEO."
1606,Braskem,Chemicals,Brazil,1.21,-1.07,9.44,7.69,1607,-0.11334745762711901,-0.139141742522757,"Braskem is a Brazilian petrochemical company headquartered in São Paulo. The company is the largest petrochemical company in Latin America and has become a major player in the international petrochemical market (8th largest resin producer worldwide).

"
1607,Celanese,Chemicals,United States,1.23,0.26,7.17,6.82,1608,0.0362622036262204,0.0381231671554252,"Celanese Corporation, formerly known as Hoechst Celanese, is a Fortune 500 global technology and specialty materials company headquartered in Irving, Texas, United States. The company is the world’s leading producer of acetic acid, with the company’s total output, which currently stands at 1.95 million tonnes per year, representing approximately 25% of global production. Celanese is also the world's largest producer of vinyl acetate monomer (VAM).Celanese operates 25 production plants and six research centers in 11 countries, mainly in North America, Europe and Asia. The company owns and operates the world's three largest acetic acid plants, one in the Clear Lake area of Pasadena, Texas, one on Jurong Island in Singapore, and the third is in Nanjing, China."
1608,SL Green Realty,Diversified Financials,United States,0.67,0.41,10.98,1.12,1609,0.0373406193078324,0.366071428571428,"SL Green Realty Corp. is a real estate investment trust that primarily invests in office buildings and shopping centers in New York City. As of December 31, 2019, the company owned 43 properties comprising 14,438,964 square feet. Notable properties owned by the company are One Astor Plaza, One Vanderbilt, 461 Fifth Avenue, 810 Seventh Avenue, 919 Third Avenue, the Pershing Square Building, and Random House Tower."
1609,Commerce Bancshs,Banking,United States,2.64,0.19,17.53,1.26,1610,0.0108385624643468,0.150793650793651,NEEDS_MANUAL_SUMMARY
1610,Shinko Securities,Diversified Financials,Japan,1.41,0.09,42.37,1.47,1610,0.00212414444182204,0.0612244897959184,"Mizuho Securities Co., Ltd. (みずほ証券株式会社, Mizuho Shōken Kabushiki-gaisha) is a Japanese investment banking and securities firm. It is a wholly owned subsidiary of Mizuho Financial Group."
1611,PLUS Expressways,Transportation,Malaysia,3.96,0.32,4.92,0.87,1612,0.0650406504065041,0.36781609195402293,"The PLUS Expressways Berhad (MYX: 5052) is the largest highway concessionaries or build–operate–transfer operator company in Malaysia. A member of the UEM Group, the company is also the largest listed toll expressway operator in Southeast Asia and the eighth largest in the world.

"
1612,Juroku Bank,Banking,Japan,1.19,0.1,41.52,1.26,1613,0.00240847784200385,0.0793650793650794,"This list of the oldest banks includes financial institutions in continuous operation, operating with the same legal identity without interruption since their establishment until the present time.
Depending on the definition, the world's oldest bank is either Banca Monte dei Paschi di Siena or Berenberg Bank. Banca Monte dei Paschi di Siena was founded in its present form in 1624, but traces its history to a mount of piety founded in 1472. The Berenberg company was founded in 1590 and has operated continuously ever since with the same family as owners or major co-owners. Banca Monte dei Paschi di Siena is today a large Italian retail bank, while Berenberg Bank is primarily involved in investment banking and private banking for wealthy customers; in any event Berenberg Bank is the world's oldest merchant bank or investment bank. The world's oldest central bank is the Sveriges Riksbank, which was founded in 1668.

"
1613,Saputo,"Food, Drink & Tobacco",Canada,3.49,0.23,2.88,4.54,1614,0.0798611111111111,0.0506607929515419,"Saputo Inc. is a Montreal-based Canadian dairy company founded in 1954 by the Saputo family. Saputo produces, markets, and distributes a wide array of dairy products, including cheese, fluid milk, extended shelf-life milk and cream products, cultured products and dairy ingredients. It is one of the top ten dairy processors in the world. After growing in its home region of Quebec, the company has expanded predominantly through mergers and acquisitions.
Saputo operates in Canada, the United States, Argentina, Australia and the United Kingdom.  The company's products are sold in over 40 countries worldwide. It also operated in the UK and Germany from 2006 to 2013. Saputo is the largest dairy processor in Canada, one of the top three dairy processors in Argentina, and among the top four in Australia. In the US, Saputo ranks among the top three cheese producers and is one of the largest producers of extended-shelf-life and cultured dairy products. About half of its revenues come from its United States operations. Saputo used to own the Canadian rights to Hostess Brands products, including the Twinkie.

"
1614,World Fuel Services,Business Services & Supplies,United States,0.85,0.11,1.4,18.51,1615,0.0785714285714286,0.0059427336574824395,"World Fuel Services Corporation (WFS, World Fuel) is an energy, commodities, and services company based in Miami, Florida. The company ranked No. 91 in the 2018 Fortune 500 list of the largest United States corporations. WFS focuses on the marketing, trading, and financing of aviation, marine, building, and ground transportation energy commodities and related services. As of 2013, WFS also operates in natural gas and power.
The global leader in marine refueling, in 2018 WFS sold a record total of 21 billion gallons of fuel for $39.8 billion in revenue."
1615,CSR,Capital Goods,China,7.26,0.08,4.47,3.67,1616,0.0178970917225951,0.0217983651226158,"CSR plc (formerly Cambridge Silicon Radio)  was a multinational fabless semiconductor company headquartered in Cambridge, United Kingdom. Its main products were connectivity, audio, imaging and location chips. CSR was listed on the London Stock Exchange and was a constituent of the FTSE 250 Index until it was acquired by Qualcomm in August 2015. Under Qualcomm's ownership, the company was renamed Qualcomm Technologies International, Ltd."
1616,Daishi Bank,Banking,Japan,1.47,0.09,41.26,0.9,1616,0.0021812893843916603,0.1,"The Daishi Bank is the oldest Japanese bank founded in 1873 and located in Niigata city, Chūō, the business district of Tokyo.

"
1617,Jabil Circuit,Technology Hardware & Equip,United States,0.89,-0.2,6.78,12.79,1616,-0.0294985250737463,-0.0156372165754496,"Jabil Inc. is an American worldwide manufacturing services company.  Headquartered in the Gateway area of St. Petersburg, Florida, it is one of the largest companies in the Tampa Bay area.  Jabil has 100 plants in 30 countries, and 260,000 employees worldwide."
1618,Shiga Bank,Banking,Japan,1.45,0.04,41.26,1.01,1619,0.000969461948618517,0.0396039603960396,"Shiga Prefecture (滋賀県, Shiga-ken) is a prefecture of Japan located in the Kansai region of Honshu. Shiga Prefecture has a population of 1,412,916 (1 October 2015) and has a geographic area of 4,017 km² (1,551 sq mi). Shiga Prefecture borders Fukui Prefecture to the north, Gifu Prefecture to the northeast, Mie Prefecture to the southeast, and Kyoto Prefecture to the west.
Ōtsu is the capital and largest city of Shiga Prefecture, with other major cities including Kusatsu, Nagahama, and Higashiōmi. Shiga Prefecture encircles Lake Biwa, the largest freshwater lake in Japan, and 37% of the total land area is designated as Natural Parks, the highest of any prefecture. Shiga Prefecture's southern half is located adjacent to the former capital city of Kyoto and forms part of Greater Kyoto, the fourth-largest metropolitan area in Japan. Shiga Prefecture is home to Ōmi beef, the Eight Views of Ōmi, and Hikone Castle, one of four national treasure castles in Japan.

"
1619,Amdocs,Software & Services,United Kingdom,3.41,0.36,4.59,3.17,1620,0.0784313725490196,0.113564668769716,"Amdocs (Hebrew: אמדוקס‎) is a multinational corporation that was founded in Israel and currently headquartered in Chesterfield, Missouri, with support and development centers located worldwide. The company specializes in software and services for communications, media and financial services providers and digital enterprises.

"
1620,Hyakugo Bank,Banking,Japan,1.37,0.09,40.17,0.91,1621,0.00224047796863331,0.0989010989010989,"This list of the oldest banks includes financial institutions in continuous operation, operating with the same legal identity without interruption since their establishment until the present time.
Depending on the definition, the world's oldest bank is either Banca Monte dei Paschi di Siena or Berenberg Bank. Banca Monte dei Paschi di Siena was founded in its present form in 1624, but traces its history to a mount of piety founded in 1472. The Berenberg company was founded in 1590 and has operated continuously ever since with the same family as owners or major co-owners. Banca Monte dei Paschi di Siena is today a large Italian retail bank, while Berenberg Bank is primarily involved in investment banking and private banking for wealthy customers; in any event Berenberg Bank is the world's oldest merchant bank or investment bank. The world's oldest central bank is the Sveriges Riksbank, which was founded in 1668.

"
1621,Tatung,Technology Hardware & Equip,Taiwan,0.69,0.11,10.01,7.06,1622,0.010989010989011,0.0155807365439093,"Tatung Company (TWSE: 2371) (Tatung; Chinese: 大同股份有限公司; pinyin: Dàtóng Gǔfèn Yǒuxiàn Gōngsī) is a multinational corporation established in 1918 and headquartered in Zhongshan, Taipei, Taiwan.

"
1622,Gree Electric Appliances,Consumer Durables,China,3.99,0.17,3.44,5.18,1623,0.0494186046511628,0.0328185328185328,"Gree Electric Appliances Inc. of Zhuhai is a Chinese major appliance manufacturer headquartered in Zhuhai, Guangdong province. It is the world's largest residential air-conditioner manufacturer. The company offers two types of air conditioners: household air conditioners and commercial air conditioners. The company also produces electric fans, water dispensers, heaters, rice cookers, air purifiers, water kettles, humidifiers and induction cookers, among others products. It distributes its products in China and abroad under the brand name Gree. The company has two joint-ventures with Daikin, Zhuhai Gree Daikin Device Co., Ltd., and Zhuhai Gree Daikin Precision Mold Co., Ltd."
1623,Protective Life,Insurance,United States,0.26,-0.04,39.57,2.51,1623,-0.00101086681829669,-0.0159362549800797,"Protective Life Corporation is a financial service holding company in Birmingham, Alabama. The company's primary subsidiary, Protective Life Insurance Company, was established in 1907 and now markets its products and services in all 50 states. As of December 31, 2019, the corporation had more than 3,000 employees, annual revenues of $6 billion and assets of $121 billion. In addition to Protective Life Insurance Company, Protective Life Corporation's subsidiaries include West Coast Life Insurance Company, MONY Life Insurance Company, Protective Life And Annuity Insurance Company, ProEquities Inc./Protective Securities, and Protective Property and Casualty Insurance Company."
1624,Dun & Bradstreet,Business Services & Supplies,United States,3.95,0.31,1.59,1.73,1625,0.19496855345911898,0.179190751445087,"The Dun & Bradstreet Corporation is a company that provides commercial data, analytics, and insights for businesses. It is headquartered in Short Hills, a community in Millburn, New Jersey, U.S. The company offers a wide range of products and services for risk and finance, operations and supply, and sales and marketing professionals, as well as research and insights on global business issues, serving customers in government and industries such as communications, technology, strategic financial services, and retail/telecommunications/manufacturing markets. Often referred to as D&B, the company's database contains more than 300 million business records worldwide.

"
1625,TFS Financial,Banking,United States,3.64,0.05,10.88,0.58,1625,0.00459558823529412,0.0862068965517241,"The business known as Toyota Financial Services covers more than 30 countries and regions, including Japan. Financial services operations are coordinated by a wholly owned subsidiary of Toyota Motor Corporation (TMC), Toyota Financial Services Corporation (TFSC), which has overall responsibility for the financial services subsidiaries globally.
The first TFS operation commenced in Sydney, Australia, in 1982 as Toyota Finance Australia Limited and was soon followed by operations in the United States, Canada, Europe, Asia and Oceania.
TFS has constructed a global network that covers approximately 90% of the markets in which Toyota sells its vehicles. Mainly concentrated on auto loans, leases and Toyota dealer floorplan requirements, TFS provides auto sales financing to approximately 11.6 million customers, globally. Toyota Financial Service Corporation via its U.S. subsidiary ""Toyota Motor Credit Corporation"" owns Toyota Financial Savings Bank, an ILC chartered bank in Henderson, NV.
TFS offers its customers financial services that include auto sales financing, credit cards, retail sales of corporate bonds and investment trusts, and insurance."
1626,Fastenal,Retailing,United States,4.47,0.28,1.3,2.34,1627,0.21538461538461498,0.11965811965812,"Fastenal Company is an American company based in Winona, Minnesota. Distributing goods used by other businesses, it has over 2,200 branches throughout the US, Canada, Mexico, Puerto Rico and Europe along with 13 distribution centers.  Fastenal resells industrial, safety, and construction supplies and offers services including inventory management, manufacturing, and tool repair. Fastenal refers to itself as an industrial supply company, and Reuters calls it an industrial distributor. Fastenal is also a big sponsor of NASCAR since 2006."
1627,Popular,Banking,United States,0.62,-1.24,38.88,3.1,1628,-0.0318930041152263,-0.4,"Popular Mechanics (sometimes PM or PopMech) is a magazine of popular science and technology, featuring automotive, home, outdoor, electronics, science, do-it-yourself, and technology topics. Military topics, aviation and transportation of all types, space, tools and gadgets are commonly featured.It was founded in 1902 by Henry Haven Windsor, who was the editor and—as owner of the Popular Mechanics Company—the publisher. For decades, the tagline of the monthly magazine was ""Written so you can understand it."" In 1958, PM was purchased by the Hearst Corporation, now Hearst Communications.In 2013, the US edition changed from twelve to ten issues per year, and in 2014 the tagline was changed to ""How your world works."" The magazine added a podcast in recent years, including regular features Most Useful Podcast Ever and How Your World Works."
1628,Allahabad Bank,Banking,India,0.35,0.25,20.71,1.81,1629,0.012071463061323,0.13812154696132597,"Allahabad Bank was a nationalised bank with its headquarters in Kolkata, India. Until its merger with the Indian Bank, it was the oldest joint stock bank in India. On 24 April 2014, the bank entered into its 150th year of establishment. The bank was founded in Allahabad in 1865.As of 31 March 2018, Allahabad Bank had over 3245 branches across India. The bank did a total business of INR 3.8 trillion during the FY 2017–18.The bank's market capitalisation in June 2018 was US$573 million and it ranked #1,882  on the Forbes Global 2000 list. On 30 August 2019, the Finance Minister Nirmala Sitharaman announced merger of Allahabad Bank with Indian Bank."
1629,Acerinox,Materials,Spain,2.95,-0.01,5.18,7.03,1630,-0.0019305019305019301,-0.00142247510668563,"Acerinox, S.A. (Spanish pronunciation: [aθeɾiˈnoks]) is a stainless steel manufacturing conglomerate group based in Spain. The company was founded in 1970, and initially received technical support from the Japanese firm Nisshin Steel. Nisshin continues to hold approximately 15% of Acerinox as of April 2010. As for 2008, the company was the world's largest producer of stainless steel.

"
1630,Denbury Resources,Oil & Gas Operations,United States,3.2,0.39,3.59,1.37,1631,0.108635097493036,0.28467153284671504,"Denbury Resources is a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in Plano, Texas.
The company extracts petroleum via enhanced oil recovery (tertiary recovery), which utilizes carbon dioxide to extract petroleum from fields that have been previously exploited. The company's operations are focused in the Gulf Coast and Rocky Mountain regions. As of December 31, 2019, Denbury had 230.189 million barrels of oil equivalent (1.40826×109 GJ) of estimated proved reserves, of which 98.2% was petroleum and 1.8% was natural gas. The company also has an estimated 910 billion cubic feet of probable carbon dioxide reserves at Jackson Dome. The company's largest producing property is the Cedar Creek Anticline in Montana and North Dakota, which accounted for 24% of daily production in 2019.

"
1631,DCC,Conglomerates,Ireland,1.12,0.26,3.64,8.74,1632,0.0714285714285714,0.0297482837528604,"DCC plc is an Irish international sales, marketing and support services group. DCC is organised and managed in four separate divisions (DCC LPG, DCC Retail & Oil, DCC Technology and DCC Healthcare), each focused on specific market sectors. Its shares are listed on the London Stock Exchange and it is a constituent of the FTSE 100 Index.

"
1632,Nippon Meat Packers,"Food, Drink & Tobacco",Japan,2.24,0.02,5.99,10.34,1632,0.00333889816360601,0.00193423597678917,"NH Foods Ltd. (日本ハム株式会社, Nippon Hamu Kabushiki-gaisha) (English name before 2014: Nippon Meat Packers, Inc.) is a food processing conglomerate headquartered in Umeda, Kita-ku, Osaka, Japan.  Founded in 1949, the company is commonly known as Nippon Ham. As a multinational corporation, Nippon Ham operates subsidiaries around the world, including China and the United States. In addition to its main business of meat packing and other food processing, the company owns the Hokkaido Nippon-Ham Fighters, a professional baseball team in Japan's Pacific League, and owns part of the J-League soccer team, Cerezo Osaka."
1633,Qinghai Salt Lake Industry Group,Software & Services,China,10.06,-0.02,0.1,0.08,1632,-0.2,-0.25,"Qinghai Salt Lake Potash Company Limited is the largest potash production base in China. It owns a 120-square-kilometer salt lake in Golmud, Qinghai. The company was established and listed on the Shenzhen Stock Exchange in 1997. It specializes in the manufacture and sale of potassium chloride which are distributed under the brand name of ""Yanqiao"". It is owned by Qinghai Salt Lake Industry Group and Sinochem Corporation.

"
1634,CJ,"Food, Drink & Tobacco",South Korea,0.59,0.04,9.31,7.38,1635,0.00429645542427497,0.00542005420054201,"CJ E&M (Hangul: 씨제이이앤엠, an initialism for CJ Entertainment & Media) is a South Korean entertainment and mass media company created by CJ Group in 2011. As of July 2018, CJ E&M became a division of CJ ENM."
1635,First American,Insurance,United States,2.15,-0.03,8.73,6.21,1636,-0.0034364261168384896,-0.00483091787439614,"First American Financial Corporation is an American financial services company which provides title insurance and settlement services to the real estate and mortgage industries.
The First American Family of Companies’ core business lines include title insurance and closing/settlement services; title plant management services; title and other real property records and images; valuation products and services; home warranty products; property and casualty insurance; and banking, trust and investment advisory services.
With total revenue of $5.8 billion in 2017, the company offers its products and services directly and through its agents throughout the United States and abroad.
First American offers its products and services directly and through its agents and partners throughout the United States and in more than 40 countries.In June 2010, First American Financial Corporation was established when The First American Corporation split its businesses to create two separate legal entities, First American Financial Corporation (NYSE: FAF) which provides title and settlement services to the real estate and mortgage industry.

"
1636,Pulte Homes,Construction,United States,2.37,-1.47,7.71,6.29,1636,-0.19066147859922197,-0.233704292527822,"PulteGroup, Inc. (previously known as Pulte Homes) is a home construction company based in Atlanta, Georgia, United States. The company is the 3rd largest home construction company in the United States based on the number of homes closed.The company operates in 44 markets in 23 states. It is ranked 312th on the Fortune 500.

"
1637,Cullen/Frost Bankers,Banking,United States,2.56,0.21,15.03,0.96,1638,0.0139720558882236,0.21875,"Frost Bank is a Texas-chartered bank based in San Antonio with 134 branches and 1,300 automated teller machines, all in Texas. It is the primary subsidiary of Cullen/Frost Bankers, Inc., a bank holding company. It is on the list of largest banks in the United States.

"
1638,DR Horton,Construction,United States,2.68,-2.57,7.17,5.82,1639,-0.35843793584379396,-0.441580756013746,"Horton Hears a Who! (also known as Dr. Seuss' Horton Hears a Who!) is a 2008 American computer animated adventure comedy film based on the 1954 book of the same name by Dr. Seuss, produced by Blue Sky Studios and distributed by 20th Century Fox.  Directed by Jimmy Hayward and Steve Martino in their directorial debuts, the film's screenplay was written by Cinco Paul and Ken Daurio, and features the voices of Jim Carrey and Steve Carell as Horton the Elephant and Mayor Ned McDodd, respectively, alongside Carol Burnett, Will Arnett, Seth Rogen, Isla Fisher, and Amy Poehler. John Powell composed the film's musical score. It is the second screen adaptation of the book following the 1970 television special.
The film was released theatrically on March 14, 2008, and grossed $297 million on a budget of $85 million. Horton Hears a Who! was the third Dr. Seuss feature film adaptation, the first adaptation to be fully animated, and the second Dr. Seuss film starring Jim Carrey after How the Grinch Stole Christmas (2000)."
1639,BMC Software,Software & Services,United States,5.47,0.24,3.61,1.86,1640,0.0664819944598338,0.129032258064516,"BMC Software, Inc. is an American enterprise software company. BMC offers software as a service (SaaS)-based and on-premises software and services in areas including cloud computing, IT service management, automation, IT operations, and mainframe. BMC is a privately held multinational firm operating in North America, South America, Australia, Europe, and Asia and has multiple offices located around the world. The company's international headquarters is located in Houston, Texas, United States.

"
1640,Ogaki Kyoritsu Bank,Banking,Japan,1.32,0.07,37.6,0.89,1640,0.00186170212765957,0.0786516853932584,"Hong Kong maintains a three-tier system of deposit-taking institutions, i.e. licensed banks, restricted licence banks and deposit-taking companies. They are collectively known as authorized institutions supervised by the Hong Kong Monetary Authority (HKMA).As one of the top five financial centres worldwide, Hong Kong has one of the highest concentrations of banking institutions in the world, with 70 of the largest 100 banks in the world having an operation in Hong Kong. As of 2019, there were 164 licensed banks, 17 restricted licence banks and 13 deposit-taking companies in business, constituting a total of 194 authorized institutions. In addition, there are 42 local representative offices of foreign banks in Hong Kong."
1641,Ube Industries,Chemicals,Japan,1.62,0.24,7.18,7.06,1640,0.0334261838440111,0.0339943342776204,"Ube Industries, Ltd. (宇部興産株式会社, Ube Kōsan Kabushiki-gaisha) is a Japanese chemical company manufacturing chemicals, plastics, battery materials, pharmaceuticals, cement, construction materials, and machinery.The company was founded in 1897 when Sukesaku Watanabe —an industrialist, a member of the House of Representatives of Japan and a deputy mayor of Ube— established Okinoyama Coal Mine, the predecessor of the present Ube industries.
Since then, the company has established six core business units: Chemicals & plastics, specialty chemicals & products, cement, pharmaceuticals, machinery and metal products, energy and environment.
The company is listed on the Tokyo Stock Exchange and Fukuoka Stock Exchange, and is a constituent of the Nikkei 225 stock index.Ube Industries is a member of the Mitsubishi UFJ Financial Group (MUFJ) keiretsu."
1642,Whitbread,"Hotels, Restaurants & Leisure",United Kingdom,1.86,1.08,4.86,2.41,1640,0.222222222222222,0.448132780082988,"Whitbread PLC is a multinational British hotel and restaurant company headquartered in Houghton Regis, England.
The business was founded as a brewery in 1742, and had become the largest brewery in the world by the 1780s.
Its largest division is currently Premier Inn, which is the largest hotel brand in the UK with over 785 hotels and 72,000 rooms. Until January 2019 it owned Costa Coffee but sold it to The Coca-Cola Company. Whitbread's brands include the restaurant chains Beefeater, Brewers Fayre and Table Table.Whitbread is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index."
1643,Yamaha,Consumer Durables,Japan,1.54,0.4,5.41,5.5,1644,0.0739371534195934,0.0727272727272727,"Yamaha Motor Co., Ltd. (ヤマハ発動機株式会社, Yamaha Hatsudōki Kabushiki-gaisha) is a Japanese manufacturer of motorcycles, marine products such as boats and outboard motors, and other motorized products. The company was established in 1955 upon separation from Yamaha Corporation (however, Yamaha Corporation is still the largest private company shareholder with 9.92%, as of 2019), and is headquartered in Iwata, Shizuoka, Japan. The company conducts development, production and marketing operations through 109 consolidated subsidiaries as of 2012.Led by Genichi Kawakami, the company’s founder and first president, Yamaha Motor began production of its first product, the YA-1, in 1955. The 125cc motorcycle won the 3rd Mount Fuji Ascent Race in its class.
The company's products includes motorcycles, scooters, motorized bicycles, boats, sail boats, personal water craft, swimming pools, utility boats, fishing boats, outboard motors, 4-wheel ATVs, recreational off-road vehicles, go-kart engines, golf carts, multi-purpose engines, electrical generators, water pumps, snowmobiles, small snow throwers, automobile engines, surface mounters, intelligent machinery, industrial-use unmanned helicopters, electrical power units for wheelchairs and helmets. The company is also involved in the import and sales of various types of products, development of tourist businesses and management of leisure, recreational facilities and related services. Yamaha’s motorcycle sales are the second largest in the world and Yamaha is the world leader in water vehicle sales."
1644,Lite-On Technology,Technology Hardware & Equip,Taiwan,1.32,0.26,5.98,8.08,1645,0.0434782608695652,0.0321782178217822,"Lite-On (also known as LiteOn and LiteON) is a Taiwanese Company that primarily manufactures consumer electronics, including LEDs, semiconductors, computer chassis, monitors, motherboards, optical disc drives, and other electronic components.  The Lite-On group also consists of some non-electronic companies like a finance arm and a cultural company.

"
1645,Banca Italease,Business Services & Supplies,Italy,0.26,-0.77,37.3,1.18,1646,-0.0206434316353887,-0.652542372881356,"Banca Italease S.p.A. was an Italian finance leasing company, based in Milan. The company formed two subsidiaries Alba Leasing (a company serves SMEs) and a ""bad bank"" (Release S.p.A.) in 2009. The shares of Alba Leasing were distributed to the former shareholders of Banca Italease, with Banca Italease and Release S.p.A. became the subsidiary of Banco Popolare instead. Banca Italease was absorbed into Banco Popolare in 2015 as its leasing division."
1646,Saudi Hollandi Bank,Banking,Saudi Arabia,3.03,0.12,13.44,0.94,1646,0.00892857142857143,0.127659574468085,"The Alawwal Bank (Arabic: البنك الأول‎), previously known as Saudi Hollandi Bank, is a Saudi Arabian bank based in Riyadh, Saudi Arabia. It was the first operating bank in the Kingdom of Saudi Arabia and was founded in 1926 as a branch of the Netherlands Trading Society.

"
1647,Tenet Healthcare,Health Care Equipment & Svcs,United States,0.53,0.03,8.17,8.66,1648,0.00367197062423501,0.00346420323325635,"Tenet Healthcare Corporation is a multinational investor-owned healthcare services company based in Dallas, Texas, United States. Through its brands, subsidiaries, joint ventures, and partnerships, including United Surgical Partners International (USPI), the company operates 65 hospitals and approximately 500 other healthcare facilities. Tenet also operates Conifer Health Solutions, which provides healthcare support services to health systems and other clients.
Since its founding in 1969, Tenet has expanded significantly. Among other major acquisitions and formations, Tenet founded Conifer Health Solutions in 2008, MedPost Urgent Care in 2014, and in 2013 acquired Vanguard Health Systems, Inc., an investor-owned hospital company whose operations complemented Tenet's existing business. The acquisition created the third-largest investor-owned hospital company in the United States in terms of revenue and the third-largest in number of hospitals owned. In 2015, Tenet acquired USPI, which created the largest operator of outpatient surgery centers in the United States. In 2020, the company ranked 174th in the Fortune 500."
1648,Wing Hang Bank,Banking,Hong Kong/China,1.66,0.26,17.91,1.06,1649,0.0145170295924065,0.245283018867925,"OCBC Wing Hang Bank Limited (Chinese: 華僑永亨銀行), formerly Wing Hang Bank Limited is a licensed bank with its head office in Hong Kong, where it is the eighth biggest bank by total assets. Since end of July 2014 Wing Hang Bank has been a subsidiary of Oversea-Chinese Banking Corporation  (OCBC) of Singapore. The acquisition of Wing Hang has given OCBC a network of about 70 branches spanning Hong Kong, Macau and mainland China to add to OCBC's existing operations in Hong Kong and China."
1649,Hyakujushi Bank,Banking,Japan,1.47,0.11,36.98,0.78,1650,0.00297458085451595,0.141025641025641,"This list of the oldest banks includes financial institutions in continuous operation, operating with the same legal identity without interruption since their establishment until the present time.
Depending on the definition, the world's oldest bank is either Banca Monte dei Paschi di Siena or Berenberg Bank. Banca Monte dei Paschi di Siena was founded in its present form in 1624, but traces its history to a mount of piety founded in 1472. The Berenberg company was founded in 1590 and has operated continuously ever since with the same family as owners or major co-owners. Banca Monte dei Paschi di Siena is today a large Italian retail bank, while Berenberg Bank is primarily involved in investment banking and private banking for wealthy customers; in any event Berenberg Bank is the world's oldest merchant bank or investment bank. The world's oldest central bank is the Sveriges Riksbank, which was founded in 1668.

"
1650,San-In Godo Bank,Banking,Japan,1.23,0.08,36.78,1.13,1651,0.00217509516041327,0.0707964601769912,"IMG, originally known as the International Management Group, is a global sports, events and talent management company headquartered in New York City. It has been  owned by Endeavor and Silver Lake Partners since 2013. Trans World International (TWI) is the event company of IMG."
1651,Avis Budget Group,Business Services & Supplies,United States,0.04,-1.12,11.32,5.98,1652,-0.0989399293286219,-0.187290969899666,"Avis Budget Group, Inc. is the American parent company of Avis Car Rental, Budget Car Rental, Budget Truck Rental, and Zipcar, consisting of its global brands.  Its local brands include: Payless Car Rental, Apex Car Rentals, Maggiore Group, and France Cars. Its network brands include: AmicoBlue, MoriniRent, TurisCar, TurisPrime, and ACL Hire. The company is a Delaware Corporation headquartered in Parsippany, New Jersey, United States.

"
