,Company,Industry,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,description
890,Quest Diagnostics,Healthcare Services,United States,9.8,7.4,0.7209,8.5,891,http://www.forbes.com/companies/quest-diagnostics,0.0848117647058824,0.0974189189189189,"Quest Diagnostics is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, Puerto Rico, Mexico, and Brazil. Quest also maintains collaborative agreements with various hospitals and clinics across the globe.As of 2020 the company had approximately 47,000 employees, and generated more than $7.7 billion in revenue in 2019. The company offers access to diagnostic testing services for cancer, cardiovascular disease, infectious disease, neurological disorders, COVID-19 and employment and court ordered drug testing.

"
891,Industries Qatar,Specialized Chemicals,Qatar,20.1,3.4,1.5,8.8,892,http://www.forbes.com/companies/industries-qatar,0.17045454545454503,0.441176470588235,"Industries Qatar Q.S.C. (Arabic: صناعات قطر‎; IQ) is a Qatari conglomerate with subsidiaries and investments in the petrochemicals, fertilisers and steel industries. IQ is a 51-percent subsidiary of Qatar Petroleum. Its shares are traded on the Qatar Exchange and is one of the largest publicly traded companies in Qatar by market capitalisation.The company's principal investments are Qatar Petrochemical Company (QAPCO) (an 80:20 joint venture with Total S.A.), Qatar Fuel Additives Company (QAFAC) (50 percent owned, with the remaining shares held by OPIC, International Octane and Taiwan-based LCY Group), Qatar Fertiliser Company (QAFCO) (a 75:25 joint venture with Yara), and Qatar Steel.QAFCO was established in 1969 as a joint venture between the government of Qatar, Norsk Hydro, Davy Power and Hambros Bank to produce ammonia and urea in Qatar. QAPCO and QAFAC were founded in 1974 and 1991 respectively. By 2003, these three companies were held by Qatar Petroleum (QP) while Qatar Steel remained directly owned by the state. In that year, Qatar Steel was transferred to QP. QP subsequently transferred Qatar Steel, along with QAFCO, QAPCO and QAFAC into Industries Qatar, which was then listed on the Qatar Exchange.

"
892,Fortune Brands,Conglomerates,United States,9.4,6.6,0.4876,12.7,893,http://www.forbes.com/companies/fortune-brands,0.0383937007874016,0.0738787878787879,"Fortune Brands was a holding company founded in 1969 as American Brands, renamed in 1997 and split apart in 2011. The corporate headquarters was in Deerfield, Illinois, in the United States. The company had diversified product lines. It announced on December 8, 2010, that it would focus on its liquor business, and spin off or sell other parts of the company including home furnishings, hardware and golf products. The company sold its Titleist and FootJoy product lines to FILA Korea. On October 3, 2011, it split the remainder of its business into two publicly traded companies: Fortune Brands Home & Security (NYSE: FBHS) and Beam Inc. (NYSE: BEAM). On January 13, 2014, Suntory (headquartered in Osaka, Japan) announced it would buy Beam Inc. for about $13.6 billion. The acquisition was completed on April 30, 2014, for about $16 billion and Beam became a subsidiary of Suntory named Beam Suntory."
893,Shinsegae,Discount Stores,South Korea,8.7,9.9,0.486,9.6,894,http://www.forbes.com/companies/shinsegae,0.050625,0.0490909090909091,"Shinsegae (Korean: 신세계, KRX: 004170) is a South Korean department store franchise, along with several other businesses, headquartered in Seoul, South Korea. The name Shinsegae literally means ""New World"" in Korean. Its flagship store in Centum City, Busan, was the world's largest department store at 3,163,000 square feet (293,900 m2), surpassing  Macy's flagship Herald Square in New York City in 2009.
Shinsegae was originally part of the Samsung Group chaebol, separated in the 1990s from the Samsung Group along with CJ Group  (Food/Chemicals/Entertainment), Saehan Group (Electronic Media/Apparel/Textiles), and the Hansol Group (Paper/Telecom). The chairman Lee Myung-hee is the daughter of Samsung founder Lee Byung-chull and younger sister of the chairman of Samsung Electronics Lee Kun-hee.
The group owns the brands Shinsegae and E-Mart, and is in direct competition with Lotte Shopping and Hyundai Department Store Group. Currently it is the largest retailer in South Korea.Shinsegae is also famous for its long history. The main branch of Shinsegae is the oldest department store in Korea. The main building of the store was opened in 1930 as the Gyeongseong branch of Mitsukoshi, a Japanese department store franchise; Korea was occupied by the Japanese Empire at the time. The store was acquired in 1945 by the late founder of Samsung group, Lee Byung-chull, and renamed Donghwa Department Store. After the Korean War (1950–1953) began, it was used for several years as a post exchange by the American army. In 1963, the store was given the name Shinsegae. The old building is currently used as a luxury shopping venue.
Shinsegae was the first credit card company in South Korea. They issued their own charge card from 1967 to 2000. In 2000, Shinsegae sold their credit card division to KorAm Bank, which was later acquired by Citibank Korea.

"
894,SanDisk,Computer Storage Devices,United States,10.7,4.8,1.3,8.8,895,http://www.forbes.com/companies/sandisk,0.147727272727273,0.270833333333333,"SanDisk is a brand of Western Digital for flash memory products, including memory cards and readers, USB flash drives, and solid-state drives. It was acquired by Western Digital in 2016.
As of March 2019, Western Digital is the fourth-largest manufacturer of flash memory having declined from third-largest in 2014."
895,Western Union,Consumer Financial Services,United States,13.7,5.2,0.9099,7.9,896,http://www.forbes.com/companies/western-union,0.115177215189873,0.174980769230769,"The Western Union Company is an American worldwide financial services and communications company, headquartered in Denver, Colorado. Until it discontinued the service in 2006, Western Union was the leading American company in the business of transmitting telegrams.Western Union has several divisions, with products such as person-to-person money transfer, money orders, business payments, and commercial services. The company offered standard ""Cablegrams"", as well as Candygrams, Dollygrams, and Melodygrams.Western Union, as an industrialized monopoly, dominated the American telegraph industry in both the 19th and 20th centuries."
896,Bed Bath & Beyond,Specialty Stores,United States,11.7,8.5,0.7339,5.6,897,http://www.forbes.com/companies/bed-bath-beyond,0.13105357142857102,0.0863411764705882,"Bed Bath & Beyond Inc. is an American chain of domestic merchandise retail stores. Bed Bath & Beyond operates many stores in the United States, Canada, and Mexico.Bed Bath & Beyond was founded in 1971. It is counted among the Fortune 500 and the Forbes Global 2000."
897,Capgemini,Computer Services,France,8.8,11.6,0.3748,10.4,898,http://www.forbes.com/companies/capgemini,0.0360384615384615,0.0323103448275862,"Capgemini SE is a French  multinational corporation that provides consulting, technology, professional, and outsourcing services. It is headquartered in Paris, France. Capgemini has over 270,000 employees in over 50 countries, of whom nearly 120,000 are in India.

"
898,GAIL (India),Natural Gas Utilities,India,12.4,6.0,0.7424,8.0,899,http://www.forbes.com/companies/gail-india,0.0928,0.123733333333333,"GAIL (India) Limited (formerly known as Gas Authority of India Ltd.) is an Indian public sector natural gas processing and distribution company headquartered in New Delhi, India. It is a state-owned enterprise of the Government of India, under the administrative control of the Ministry of Petroleum and Natural Gas. It has the following business segments: natural gas, liquid hydrocarbon, liquefied petroleum gas transmission, petrochemical, city gas distribution, exploration and production, GAILTEL and electricity generation. GAIL was conferred with the Maharatna status on 1 Feb 2013, by the Government of India. Only eight other Public Sector Enterprises (PSEs) enjoy this coveted status amongst all central CPSEs. GAIL was listed in the 131st position among India's most trusted brands according to the Brand Trust Report 2014, a study conducted by the Trust Research Advisory."
899,Nordstrom,Department Stores,United States,9.7,9.7,0.613,7.5,900,http://www.forbes.com/companies/nordstrom,0.0817333333333333,0.0631958762886598,"Nordstrom, Inc. () is an American luxury department store chain. Founded in 1901 by John W. Nordstrom and Carl F. Wallin, it originated as a shoe store and evolved into a full-line retailer with departments for clothing, footwear, handbags, jewelry, accessories, cosmetics, and fragrances. Some stores feature home furnishings and wedding departments, and several have in-house cafes, restaurants, and espresso bars.
As of 2021, Nordstrom operates 100 stores in 32 U.S. states, and three Canadian provinces since entering the market in 2014. One location in Puerto Rico was in operation from 2015 through 2020. The corporate headquarters and flagship store are located in the former Frederick & Nelson building in Seattle, Washington; a second flagship store is located near Columbus Circle in New York City. Its subsidiaries include the off-price department store chain Nordstrom Rack and the members-only online store HauteLook.

"
900,San Miguel,Beverages,Philippines,8.7,5.5,0.446,19.0,901,http://www.forbes.com/companies/san-miguel,0.0234736842105263,0.0810909090909091,"Ginebra San Miguel Inc. (GSMI, Tagalog pronunciation: [hɪˈnɛbɾɐ]) (PSE: GSMI) is a Philippines-based diversified beverage company majority-owned by San Miguel Corporation (SMC)."
901,W&W-Wüstenrot,Investment Services,Germany,2.5,10.1,0.3042,98.8,902,http://www.forbes.com/companies/ww-wustenrot,0.00307894736842105,0.0301188118811881,"Wüstenrot & Württembergische (W&W) is a German financial services group, based in Stuttgart founded in 1999. The Wüstenrot side of the business offers banking services. Württembergische offers insurance. W&W took over Karlsruher Versicherungsgruppe in 2005, thereby becoming one of Germany's top 15 insurance groups.The company is primarily active in the building society and insurance sectors. The main focus is on private and corporate customers. Wüstenrot Bausparkasse ranks second among the private building societies in terms of the amount of new building society business. Württembergische Lebensversicherung and Württembergische Versicherung are among the top ten German life and property insurers."
902,AutoZone,Specialty Stores,United States,11.6,7.7,0.7918,5.8,903,http://www.forbes.com/companies/autozone,0.13651724137931,0.102831168831169,"AutoZone, Inc. is an American retailer of aftermarket automotive parts and accessories, the largest in the United States. Founded in 1979, AutoZone has over 6,400 stores across the United States, Mexico, Puerto Rico and Brazil. The company is based in Memphis, Tennessee.

"
903,Avnet,Electronics,United States,5.1,22.9,0.5348,9.9,904,http://www.forbes.com/companies/avnet,0.054020202020202,0.023353711790393,"Avnet, Inc. is a distributor of electronic components headquartered in Phoenix, Arizona, named after Charles Avnet, who founded the company in 1921. After its start on Manhattan's Radio Row, the company became incorporated in 1955 and began trading on the New York Stock Exchange in 1961. On May 8, 2018 Avnet changed stock markets to Nasdaq, trading under the same ticker, $AVT.

"
904,Thales,Aerospace & Defense,France,7.4,17.6,-0.14400000000000002,24.2,905,http://www.forbes.com/companies/thales,-0.0059504132231405,-0.00818181818181818,"Thales Group (French pronunciation: [talɛs]) is a French multinational company that designs and builds electrical systems and provides services for the aerospace, defence, transportation and security markets. The company is headquartered in Paris' business district, La Défense and its stock is listed on the Euronext Paris.
The company changed its name to Thales (from the Greek philosopher Thales, pronounced [talɛs] reflecting its pronunciation in French) from Thomson-CSF in December 2000 shortly after the acquisition of Racal Electronics plc, a UK defence electronics group. It is partially state-owned by the French government, and has operations in more than 56 countries. It has 80,000 employees and generated €18.4 billion in revenues in 2019. As of 2017, it is also the 8th largest defence contractor in the world and 55% of its total sales are military sales.The CEO of Thales Group is Patrice Caine since December 2014."
905,Kobe Steel,Iron & Steel,Japan,7.4,17.9,0.0674,23.9,905,http://www.forbes.com/companies/kobe-steel,0.00282008368200837,0.00376536312849162,"Kobe Steel, Ltd. (株式会社神戸製鋼所, Kabushiki-gaisha Kōbe Seikō-sho), operating worldwide under the brand Kobelco, is a major Japanese steel manufacturer headquartered in Chūō-ku, Kobe. Kobe Steel also has a stake in Osaka Titanium Technologies. The company supplies about half of the global market of the wires used in valve springs of auto engines.It was formed on September 1, 1905. Its location in a major city port was useful for importing and exporting iron ore and coal. It is one of Kobe's oldest industrial companies. Its main production facilities are Kakogawa Steel Works and Kobe Steel Works. Kobe Steel is the owner of the rugby team Kobelco Steelers.
The company is listed on the Tokyo and Nagoya Stock Exchange, on the Osaka Securities Exchange and is a constituent of the Nikkei 225 stock index. As of March 31, 2019, the company had 218 subsidiary and 52 affiliated companies across Japan, Asia, Europe, the Middle East and the US.Kobe Steel is a member of the Mitsubishi UFJ Financial Group (MUFJ) keiretsu.

"
906,Ezdan Real Estate,Real Estate,Qatar,17.1,0.134,2.4,8.3,907,http://www.forbes.com/companies/ezdan-real-estate,0.28915662650602403,17.910447761194,"Ezdan Holding Group (EHG) is a multibillion-dollar shareholding company based out of Doha, Qatar. It was founded by Sheikh Thani bin Abdullah al-Thani in 1993."
907,KazMunaiGas Exploration,Oil & Gas Operations,Kazakhstan,9.9,4.1,1.6,9.6,908,http://www.forbes.com/companies/kazmunaigas,0.166666666666667,0.390243902439024,"KazMunayGas Exploration Production JSC (KASE: RDGZ, LSE: KMG) is a KazMunayGas-majority-owned oil and gas company operating in the Republic of Kazakhstan.
The Company explores for hydrocarbons in Mangistau, Atyrau and Kyzylorda regions of Kazakhstan and is the second largest oil producer in the country based on 2006 annual production data. In line with principles of Kazakh government's strategy in the oil and gas sector, KazMunaiGas Exploration Production has chosen to pursue inorganic growth strategy taking advantage of certain preferential rights that it has secured from KazMunayGas. Recent acquisitions of stakes in KazGerMunai and CITIC Canada Energy Limited, mid-sized oil producers in Kazakhstan, helped its stock return around 111.7% by the end of 2007 from the date of the IPO and listings on London Stock Exchange and Kazakhstan Stock Exchange."
908,Land Securities Group,Real Estate,United Kingdom,9.2,1.3,1.7,14.7,908,http://www.forbes.com/companies/land-securities-group,0.115646258503401,1.30769230769231,"Land Securities Group plc is the largest commercial property development and investment company in the United Kingdom. The firm switched to Real Estate Investment Trust status when REITs were introduced in the United Kingdom in January 2007. It is headquartered in London, England, and traded on the London Stock Exchange, and is a constituent of the FTSE 100 Index.

"
909,Sime Darby,Conglomerates,Malaysia,17.8,10.1,0.22399999999999998,11.4,910,http://www.forbes.com/companies/sime-darby,0.0196491228070175,0.0221782178217822,"Sime Darby Berhad (MYX: 4197) is a Malaysian trading conglomerate. Its core businesses operate and serve in the industrial, motors and logistics sectors as well as the healthcare, and insurance segments.

"
910,Mega Financial Holding,Investment Services,Taiwan,8.3,2.1,0.44799999999999995,78.0,911,http://www.forbes.com/companies/mega-financial,0.00574358974358974,0.213333333333333,"The Mega International Commercial Bank (Chinese: 兆豐國際商業銀行; pinyin: Zhàofēng Guójì Shāngyè Yínháng; Pe̍h-ōe-jī: Tiāu-hong-kok-chè-siong-gia̍p-gîn-hâng) is a subsidiary of Mega Financial Holding Company. It is a bank in with 105 branches in Taiwan, and 17 branches, two representative offices and two wholly owned subsidiaries abroad. The bank's total workforce is over 5,100 and its aggregate paid-in capital is approximately NT$64.1 billion."
911,Daewoo Ship & Marine,Heavy Equipment,South Korea,5.1,11.4,0.5293,14.2,912,http://www.forbes.com/companies/daewoo-ship-marine,0.0372746478873239,0.0464298245614035,"The Pegasus class is a series of 14 container ships built for Mediterranean Shipping Company. The ships have a maximum theoretical capacity of 19,224 twenty-foot equivalent units (TEU) to 19,462 TEU.The class is made up of three series of ships, each built at a different shipyard. The ships are all similar in size but do have a somewhat different design. The ships are chartered to MSC by various companies.
Six ships were built by Samsung Heavy Industries for the Singapore based Eastern Pacific Shipping. Another six ships were built by Daewoo Shipbuilding and Marine Engineering for Minsheng Financial Leasing and China Bank of Communications Financial Leasing. The last two ships are built by Hyundai Heavy Industries and are owned by Ship Finance International."
912,International Airlines,Airline,United Kingdom,6.9,19.7,0.1339,24.2,913,http://www.forbes.com/companies/intl-airlines-group,0.00553305785123967,0.00679695431472081,"International Consolidated Airlines Group S.A., usually shortened to IAG, is an Anglo-Spanish multinational airline holding company with its registered office in Madrid, Spain, and its operational headquarters in London, England. It was formed in January 2011 after a merger agreement between British Airways and Iberia, the flag carriers of the United Kingdom and Spain respectively, when British Airways and Iberia became 100% owned subsidiaries of IAG.  Because British Airways was the larger company, its shareholders were given 55% of the shares in the new, merged company.Since its creation, IAG has expanded its portfolio of operations and brands by purchasing other airlines - BMI (2011), Vueling (2012), Aer Lingus (2015) and Air Europa (2020).  The Group also owns the  Level brand and Avios, the IAG rewards programme. 
The company is listed on the London Stock Exchange and the Madrid Stock Exchange. It is a constituent of the FTSE 100 Index and IBEX 35 Index.

"
913,Cameron International,Oil Services & Equipment,United States,14.5,6.1,0.5629,8.0,914,http://www.forbes.com/companies/cameron-international,0.0703625,0.0922786885245902,"Cameron International Corporation (formerly Cooper Cameron Corporation (CCC,) Cooper Oil Tool, Cameron Iron Works, )  though now operating under Schlumberger, is a global provider of pressure control, production, processing, and flow control systems as well as project management and aftermarket services for the oil and gas and process industries.  Cameron was acquired by Schlumberger (SLB) in 2016, and now operates as 'Cameron, a Schlumberger Company.'   At the start of the SLB acquisition in 2015, Cameron employed approximately 23,000 people and delivered $9.8 billion in revenue.

"
914,BCP-Banco Com Português,Regional Banks,Portugal,4.1,6.4,0.4038,133.2,914,http://www.forbes.com/companies/bcp-banco-com-port,0.0030315315315315302,0.06309375,"Portuguese Commercial Bank (Portuguese: Banco Comercial Português (BCP)), is a Portuguese bank that was founded in 1985 and is the largest private bank in the country. BCP is a member of the Euronext 100 stock index and its current chief executive officer is Miguel Maya Dias Pinheiro. BCP is based in Porto, but its operations are headquartered in Oeiras, Greater Lisbon. It operates a branch brand-dubbed and restyled in 2004 as Millennium BCP as well as Banque BCP and ActivoBank.
It has nearly 4.3 million customers throughout the world and over 695 branches in Portugal. It was ranked at number 1,623 in 2017.

"
915,Credicorp,Regional Banks,Peru,10.1,2.7,0.5753,28.4,916,http://www.forbes.com/companies/credicorp,0.0202570422535211,0.213074074074074,"Credicorp Ltd (NYSE: BAP) is the largest financial holding company in Peru.

"
916,Daqin Railway,Railroads,China,19.4,3.3,0.9566,9.9,917,http://www.forbes.com/companies/daqin-railway,0.0966262626262626,0.289878787878788,"Daqin Railway Co., Ltd. is a Chinese company that operates several railways with a total length of 1000 km, including the Daqin Railway. The company is based in Datong, Shanxi. It was listed on the Shanghai Stock Exchange in 2006 with IPO capital raising of $1.9 billion US dollars.Daqin Railway is a component of SSE 50 Index. The ultimate parent company of Daqin Railway was China Railway, a state-owned enterprise that the Ministry of Finance acted as a shareholder."
917,ITC,Tobacco,India,29.2,4.3,0.9299,5.3,918,http://www.forbes.com/companies/itc,0.17545283018867902,0.216255813953488,"ITC Limited is an Indian multinational conglomerate company headquartered in Kolkata, West Bengal. Established in 1910 as the Imperial Tobacco Company of India Limited, the company was renamed as the India Tobacco Company Limited in 1970 and later to I.T.C. Limited in 1974. The company now stands renamed to ITC Limited, where ""ITC"" today is no longer an acronym or an initialised form. ITC has a diversified presence across industries such as Cigarettes, FMCG, Hotels, Packaging, Paperboards & Specialty Papers and Agribusiness. The company completed 100 years in 2010 and as of 2019–20, had an annual turnover of US$10.74 billion and a market capitalisation of US$35 billion. It employs over 36,500 people at more than 60 locations across India and is part of the Forbes 2000 list.

"
918,Datang Intl Power,Electric Utilities,China,9.9,7.0,0.2362,26.9,919,http://www.forbes.com/companies/datang-intl-power,0.00878066914498141,0.0337428571428571,"Parent company: China Datang CorporationDatang International Power Generation Company Limited (SEHK: 991,SSE: 601991), simply Datang International Power or Datang Power, is one of the five largest state-owned power producers in China, especially its position in Northern China. It is engaged in the development and operation of power plants, the sale of electricity and thermal power, and the repair and maintenance of power equipment and power-related technical services.
Datang Power owns four operating power plants and managed 17 power companies, with total installed capacity amounted to 15,410 megawatts (MW) at the end of  mid-2006.
Datang Power was incorporated on 13 December 1994. The state-owned enterprise has been listed on the Hong Kong Stock Exchange and London Stock Exchange since 21 March 1997.

"
919,Ternium,Iron & Steel,Luxembourg,7.1,7.4,0.622,11.1,920,http://www.forbes.com/companies/ternium,0.056036036036036,0.0840540540540541,"Ternium S.A. is a manufacturer of flat and long steel products with production centers in Argentina, Brazil, Mexico, Guatemala, Colombia, and the United States. It is the leading steel company in Latin America with highly integrated processes to manufacture steel and value-added products. Along with Nippon Steel and Companhia Siderurgica Nacional, Ternium owns Usiminas of Brazil. The company has an annual production capacity of 12.4 million tons.The company takes its name from the Latin words Ter (three) and Eternium (eternal) in reference to the integration of the three steel mills.

"
920,Attijariwafa Bank,Regional Banks,Morocco,9.8,2.9,0.491,36.7,921,http://www.forbes.com/companies/attijariwafa-bank,0.0133787465940054,0.169310344827586,"Attijariwafa Bank is a Moroccan multinational commercial bank and financial services company founded and based in Rabat, Morocco. It is the leading bank in Morocco and the largest commercial bank is part of Royal family in Morocco Alaouite Dynasty's holding company the SNI.
It was established after a merger between Banque Commerciale du Maroc and Wafabank and is headquartered in Casablanca. It is the fourth largest in Africa in 2016.The bank maintains offices in Europe and UK Asia, China, Africa, Paris, Brussels, Madrid, Barcelona, Milan, Shanghai, The Netherlands, Tunisia, Egypt, Senegal, Ghana, Mauritania and Mali. It has been listed on the Casablanca Stock Exchange since 1993.

"
921,Nippon Yusen,Other Tranportation,Japan,7.2,18.2,-0.1867,23.4,922,http://www.forbes.com/companies/nippon-yusen,-0.00797863247863248,-0.0102582417582418,"Nippon Yūsen Kabushiki Kaisha (日本郵船株式会社, Japan Mail Shipping Line), also known as NYK Line, is a Japanese shipping company and is a member of the Mitsubishi keiretsu. The company has its headquarters in Chiyoda, Tokyo, Japan. It has a fleet of about 800 ships, which includes container ships, tankers, bulk and woodchip carriers, Ro-Ro car carriers, reefer vessels, LNG carriers, and cruise ships.

"
922,CMPC,Forest Products,Chile,9.5,4.6,0.6961,12.7,923,http://www.forbes.com/companies/cmpc,0.0548110236220473,0.151326086956522,"CMPC (Spanish: Compañía Manufacturera de Papeles y Cartones) is a Chilean pulp and paper company, being the biggest worldwide according Forbes Global 2000 2018 ranking. It is engaged in integrated forest industry, which operates as a holding company through four business centers: Forestry, Pulp, Paper and Paper Products, and Tissue. Each of these areas can function independently, being in the holding company for overall coordination and financial management of these businesses. Supplies, computer systems and other related administrative support, are centralized in CMPC SA Shared Services.

The company has operations in Chile, Argentina, Brazil, Peru, Colombia, Mexico, Ecuador, and Uruguay and its main competitors are Suzano - Brazil, Arauco - Chile, APRIL - Indonesia and Södra - Sweden.

"
923,Hang Lung Group,Real Estate,Hong Kong-China,8.3,1.6,1.6,16.2,924,http://www.forbes.com/companies/hang-lung-group,0.0987654320987654,1,"Hang Lung Group is an investment holding company that engages in property development for sales and leasing, as well as management of car parks, properties, and dry cleaning businesses. Its subsidiary Hang Lung Properties is one of the largest property developers in Hong Kong, and also invests in the Mainland China market. As of 2018, Hang Lung Group ranked number 1501 in the Forbes Global 2000 list.

"
924,K+S,Diversified Chemicals,Germany,13.7,6.6,0.5951,7.4,925,http://www.forbes.com/companies/k-plus-s,0.0804189189189189,0.0901666666666667,"K-9 and Company is a one-episode television pilot, for a proposed 1981 television spin-off of the British science fiction television series Doctor Who. It features former series regulars Sarah Jane Smith, an investigative journalist played by Elisabeth Sladen, and K9, a robotic dog voiced by John Leeson. Both characters had been companions of the Fourth Doctor, but they had not appeared together before. The single episode, ""A Girl's Best Friend"", was broadcast by BBC1 as a Christmas special on 28 December 1981, but was not taken up for a continuing series.
""A Girl's Best Friend"" is set in the fictional English village of Moreton Harwood in 1981. In the programme, Sarah and K9 investigate the disappearance of Brendan Richards (Ian Sears), the ward of Sarah's Aunt Lavinia (Mary Wimbush), in the wake of increasing reports of witchcraft.
Under a different production team, the overall concept of a Sarah Jane and K9 series did eventually come to fruition: The Sarah Jane Adventures (2007–2011), featuring both of these key characters and actors (though K9 and Leeson only appear in some episodes).

"
925,Campbell Soup,Food Processing,United States,11.0,7.6,0.799,6.6,925,http://www.forbes.com/companies/campbell-soup,0.121060606060606,0.105131578947368,"Campbell Soup Company, doing business as Campbell's, is an American processed food and snack company. The company is most closely associated with its flagship canned soup products; however, it has through mergers and acquisitions, grown to become one of the largest processed food companies in the U.S., with a wide variety of products under its flagship Campbell's brand as well as other brands like Pepperidge Farm, Snyder's of Hanover, V8, and Swanson. Under its brands, Campbell's produces soups and other canned meals, baked goods, beverages, and snacks. It is headquartered in Camden, New Jersey.The classic red-and-white can design used by many Campbell's branded products has become an American icon, and its use in pop art was typified by Andy Warhol's series of Campbell's Soup Cans prints."
926,Bank Hapoalim,Major Banks,Israel,6.1,4.9,0.34700000000000003,81.5,927,http://www.forbes.com/companies/bank-hapoalim,0.0042576687116564396,0.0708163265306122,"Bank Hapoalim (Hebrew: בנק הפועלים‎ lit. The Workers' Bank) is one of Israel's largest banks. 

"
927,Kone,Construction Services,Finland,13.8,6.7,0.7166,5.3,928,http://www.forbes.com/companies/kone,0.13520754716981098,0.106955223880597,"KONE Oyj (Finnish pronunciation: [ˈko̞ne̞ʔ]; officially stylized as KONE and trading as KONE Corporation), founded in 1910 and headquartered in Espoo near Helsinki, Finland, is an international engineering and service company employing some 55,000 personnel across 60 countries worldwide. In addition, KONE builds and services moving walkways (referred to by the company as autowalks), automatic doors and gates, escalators and elevators. The company provides local service for builders, developers, building owners, designers and architects in 1,000 offices in over 50 countries.Since 1924, KONE has been controlled by one of Finland's wealthiest families, the Herlin family. After Harald Herlin purchased the company in 1924, he served as its Chairman until 1941. Afterwards, his son, Heikki H. Herlin, took over his father's post from 1941–1987. Control of the company was then handed down to his son, Pekka Herlin, which he retained from 1987–2003. The current Chairman of KONE's Board of Directors from 2003 onwards is Antti Herlin, the son of Pekka Herlin. As of December 2019, Antti Herlin controls directly or indirectly 62% of the voting rights and 22% of the shares of the company which is listed on the Helsinki Stock Exchange.
In the Finnish language Kone means ""machine"" or ""device""."
928,Noble Energy,Oil & Gas Operations,United States,15.8,3.0,0.725,13.3,929,http://www.forbes.com/companies/noble-energy,0.0545112781954887,0.241666666666667,"Noble Energy, Inc. was a company engaged in hydrocarbon exploration headquartered in Houston, Texas. In October 2020, the company was acquired by Chevron Corporation.
The company was known as Noble Affiliates, Inc. until 2002.
As of December 31, 2018, the company had 1,929 million barrels of oil equivalent (1.180×1010 GJ) of proved reserves, of which 52% was in the United States, 43% was in Israel, and 5% was in Equatorial Guinea. Of the company's total proved reserves as of December 31, 2018, 62% was natural gas, 14% was natural gas liquids, and 24% was petroleum.In the United States, the company's primary holdings were in the Wattenberg Gas Field / Denver Basin in Colorado, the Delaware Basin, and the Eagle Ford Group.As of December 31, 2018, the company owned approximately 74,000 net developed acres and 111,000 net undeveloped acres between 10 and 90 miles offshore Israel in water depths ranging from 700 feet to 6,500 feet. Noble holds a 39.66% working interest in the Leviathan gas field, which it discovered in 2010 and a 25% working interest in the Tamar gas field. Through Dolphinus Holdings Limited, Noble sells any excess gas to Egypt after its natural gas obligations to Israel and Jordan have been met. The company owns a minority interest in and uses East Mediterranean Gas Company's Arab Gas Pipeline to transport the gas from Israel to Egypt. Exports to Jordan are facilitated by an existing low-capacity pipeline near the Dead Sea and a large capacity pipeline under construction in northern Israel and northern Jordan. Adjacent to the Israel acreage, the company owns a license covering approximately 33,000 net undeveloped acres in the Aphrodite gas field of Cyprus.The company also owned interests in oil fields offshore Equatorial Guinea, Cameroon, and Gabon.

"
929,Air France-KLM,Airline,France,4.9,28.4,-2.1,36.3,930,http://www.forbes.com/companies/air-france-klm,-0.0578512396694215,-0.073943661971831,"Air France–KLM S.A., also known as Air France–KLM Group, is a Franco-Dutch airline holding company incorporated under French law with its headquarters at Charles de Gaulle Airport in Tremblay-en-France, near Paris. The group has offices in Montreuil, Seine-Saint-Denis, Paris, and in Amstelveen, Netherlands. Air France–KLM is the result of the merger in 2004 between Air France and KLM. Both Air France and KLM are members of the SkyTeam airline alliance. The company's namesake airlines rely on two major hubs, Paris–Charles de Gaulle Airport and Amsterdam Airport Schiphol respectively. Air France–KLM Airlines transported 87.3 million passengers in 2014."
930,GF Securities,Investment Services,China,16.6,1.6,0.595,14.6,931,http://www.forbes.com/companies/gf-securities,0.0407534246575342,0.371875,Securities industry in China is an article on the securities industry in mainland China.
931,Power Assets Holdings,Electric Utilities,Hong Kong-China,14.4,1.3,0.9255,11.9,932,http://www.forbes.com/companies/power-assets-holdings,0.0777731092436975,0.711923076923077,"Power Assets Holdings Limited (Chinese: 電能實業有限公司), formerly Hongkong Electric Holdings Limited (Chinese: 香港電燈集團有限公司), is a vertically integrated electric utility company. It is the majority shareholder in the Hongkong Electric Company, having reduced its holding in the company through a series of share sales, the most recent being in June 2015.The company owns significant holdings in a number of energy providers and networks around the world, in partnership with its parent company Cheung Kong Infrastructure Holdings, which holds a 38.87% stake in the business."
