,Company,Industry,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,description
1291,Southwestern Energy,Oil & Gas Operations,United States,12.1,3.0,0.6,7.9,1292,http://www.forbes.com/companies/southwestern-energy/,0.0759493670886076,0.2,"Southwestern Energy is an American natural gas exploration and production company organized in Delaware and headquartered in Spring, Texas. The company is ranked 642nd on the Fortune 500. In the 2018 Forbes Global 2000, Southwestern Energy was ranked at 1973rd.The company's primary exploration and production activities are in the Appalachian Basin in Pennsylvania and West Virginia. The company also controls 2,518,519 net undeveloped acres in New Brunswick, Canada, which are subject to an indefinite moratorium on hydraulic fracturing and cannot be developed at this time.As of December 31, 2019, the company had 12.721 trillion cubic feet of natural gas equivalent of estimated proved reserves, of which 68% was natural gas, 29% was natural gas liquids, and 3% was petroleum, and all of which was in the Appalachian Basin."
1292,Clorox,Household/Personal Care,United States,8.9,5.3,0.6,4.3,1293,http://www.forbes.com/companies/clorox/,0.13953488372093,0.113207547169811,"The Clorox Company (formerly Clorox Chemical Company), based in Oakland, California, is an American global manufacturer and marketer of consumer and professional products, with approximately 8,700 employees worldwide, as of June 30, 2018. Net sales in the company's 2019 fiscal year were US$6.2 billion. Clorox ranked no. 468 on Fortune's 2018 Fortune 500 list.Clorox products are sold primarily through mass merchandisers, retail outlets, e-commerce channels, distributors, and medical supply providers. Clorox brands include its namesake bleach and cleaning products, as well as Burt's Bees, Formula 409, Glad, Hidden Valley, Kingsford, Kitchen Bouquet, KC Masterpiece, Liquid-Plumr, Brita (in the Americas), Mistolin, Pine-Sol, Poett, Green Works Cleaning Products, Soy Vay, RenewLife, Rainbow Light, Natural Vitality, Neocell, Tilex, S.O.S., and Fresh Step, Scoop Away, and Ever Clean pet products.

"
1293,LabCorp,Healthcare Services,United States,8.8,5.5,0.5,6.1,1294,http://www.forbes.com/companies/labcorp/,0.0819672131147541,0.0909090909090909,"Laboratory Corporation of America Holdings, more commonly known as Labcorp, is an American S&P 500 company headquartered in Burlington, North Carolina. It operates one of the largest clinical laboratory networks in the world, with a United States network of 36 primary laboratories. Before a merger with National Health Laboratory in 1995, the company operated under the name Roche BioMedical. Labcorp performs its largest volume of specialty testing at its Center for Esoteric Testing in Burlington, North Carolina, where the company is headquartered. As of 2018, Labcorp processes 2.5 million lab tests weekly.Labcorp was an early pioneer of genomic testing using polymerase chain reaction (PCR) technology, at its Center for Molecular Biology and Pathology in Research Triangle Park, North Carolina, where it also performs other molecular diagnostics. It also does oncology testing, human immunodeficiency virus (HIV) genotyping and phenotyping.Labcorp also operates the National Genetics Institute, Inc. (NGI) in Los Angeles, California which develops PCR testing methods.Labcorp's ViroMed facility, originally in Minnetonka, Minnesota until closing this site in 2013, is now housed in Burlington, NC and performs real-time PCR microbial testing using laboratory-developed assays.
Labcorp also provides testing in Puerto Rico and, outside the United States, in three Canadian provinces.Labcorp utilizes a fleet of eight Pilatus PC-12 aircraft on nightly runs from Burlington, NC for use on the East Coast. Prior to the acquisition of PC-12 aircraft Labcorp utilized seven PA-31-350's.

"
1294,Noble,Oil Services & Equipment,Switzerland,10.4,2.7,0.4,13.5,1294,http://www.forbes.com/companies/noble/,0.0296296296296296,0.148148148148148,"Barnes & Noble, Inc., is an American bookseller. It is a Fortune 1000 company and the bookseller with the largest number of retail outlets in the United States. As of March 7, 2019, the company operates 627 retail stores in all 50 U.S. states. In August 2019, Elliott Management Corporation acquired the company.Barnes & Noble operates mainly through its Barnes & Noble Booksellers chain of bookstores. The company's headquarters are at 122 Fifth Avenue in New York City.After a series of mergers and bankruptcies in the American bookstore industry since the 1990s, Barnes & Noble stands alone as the United States' largest national bookstore chain. Previously, Barnes & Noble operated the chain of small B. Dalton Bookseller stores in malls until they announced the liquidation of the chain. The company was also one of the nation's largest manager of college textbook stores located on or near many college campuses when that division was spun off as a separate public company called Barnes & Noble Education in 2015.
The company is known by its customers for large retail outlets, many of which contain a café serving Starbucks coffee and other consumables. Most stores sell books, magazines, newspapers, DVDs, graphic novels, gifts, games, toys, music, and Nook e‑readers and tablets."
1295,Boston Properties,Real Estate,United States,15.7,1.8,0.3,14.8,1296,http://www.forbes.com/companies/boston-properties/,0.0202702702702703,0.166666666666667,"Boston Properties, Inc. is a publicly traded real estate investment trust that invests in office buildings in Boston, Los Angeles, New York City, San Francisco, and Washington, D.C. As of December 31, 2019, the company owned or had interests in 196 commercial real estate properties, aggregating approximately 52.0 million net rentable square feet.

"
1296,Far Eastern New Century,Diversified Chemicals,Taiwan,5.6,6.9,0.4,10.0,1297,http://www.forbes.com/companies/far-eastern-new-cent/,0.04,0.0579710144927536,"Far Eastern New Century (FENC; Chinese: 遠東新世紀; pinyin: Yuǎndōng Xīn Shìjì), formerly known as Far Eastern Textile Limited (FETL; Chinese: 遠東紡織股份有限公司), is a Taiwanese conglomerate. Its main activity is the production and finishing of synthetic fibres and other textiles. It has factories in China, Taiwan and Southeast Asia.In 2007 it was listed in the Forbes Global 2000 largest companies in the world, at #1560.

"
1297,First Pacific,Investment Services,Hong Kong-China,4.5,5.7,0.6,12.5,1297,http://www.forbes.com/companies/first-pacific/,0.048,0.105263157894737,"First Pacific Company Limited (Chinese: 第一太平有限公司) is a Hong Kong-based investment management and holding company with operations located in Asia. It involves telecommunications, consumer food products and infrastructure.

"
1298,Kinnevik,Investment Services,Sweden,6.3,1.3,1.0,10.2,1297,http://www.forbes.com/companies/kinnevik/,0.0980392156862745,0.769230769230769,"Kinnevik AB (Swedish pronunciation: [ˈɕɪ̂nːɛˌviːk]) is a Swedish investment company that was founded in 1936 by the Stenbeck, Klingspor and von Horn families.Kinnevik is an active and long-term owner investing primarily in digital consumer businesses. Current CEO, Georgi Ganev, was appointed in 2018.Kinnevik holds significant stakes in about 30 companies and invest in Europe, with a focus on the Nordics, the US, and selectively in other markets. Kinnevik currently operates in four sectors; Consumer Services, Financial Services, Healthcare Services and TMT (Technology, Media and Telecommunications). The largest holdings are Zalando, Tele2, Global Fashion Group, Babylon Health and Livongo.

"
1299,Ball,Containers & Packaging,United States,6.5,8.6,0.4,7.3,1300,http://www.forbes.com/companies/ball/,0.0547945205479452,0.0465116279069768,"Carlill v Carbolic Smoke Ball Company [1892] EWCA Civ 1 is an English contract law decision by the Court of Appeal, which held an advertisement containing certain terms to get a reward constituted a binding unilateral offer that could be accepted by anyone who performed its terms. It is notable for its curious subject matter and how the influential judges (particularly Lindley and Bowen LJJ) developed the law in inventive ways. Carlill is frequently discussed as an introductory contract case, and may often be the first legal case a law student studies in the law of contract.
The case concerned a flu remedy called the ‘carbolic smoke ball’. The manufacturer advertised that buyers who found it did not work would be awarded £100, a considerable amount of money at the time. The company was found to have been bound by its advertisement, which was construed as an offer which the buyer, by using the smoke ball, accepted, creating a contract. The Court of Appeal held the essential elements of a contract were all present, including offer and acceptance, consideration and an intention to create legal relations."
1300,Northeast Utilities,Electric Utilities,United States,6.5,4.5,0.4,15.6,1301,http://www.forbes.com/companies/northeast-utilities/,0.0256410256410256,0.0888888888888889,"Eversource Energy is a publicly traded, Fortune 500 energy company headquartered in Hartford, Connecticut, and Boston, Massachusetts, with several regulated subsidiaries offering retail electricity, natural gas service and water service to approximately 4 million customers in Connecticut, Massachusetts and New Hampshire.
Following its 2012 merger with Boston-based NSTAR, Northeast Utilities had more than 4,270 circuit miles of electric transmission lines, 72,000 pole miles of distribution lines, and 6,459 miles of natural gas pipeline in New England.On February 2, 2015, the company and all its subsidiaries rebranded themselves as ""Eversource Energy"".  The stock symbol changed on February 19, 2015, from ""NU"" to ""ES"".

"
1301,Wood Group,Oil Services & Equipment,United Kingdom,4.4,5.5,2.2,3.8,1302,http://www.forbes.com/companies/wood-group/,0.578947368421053,0.4,"John Wood Group plc, commonly known as Wood, is a British multinational engineering and consulting business with headquarters in Aberdeen, Scotland. It is listed on the London Stock Exchange as well as being a constituent of the FTSE 250 Index.

"
1302,Arab Bank,Regional Banks,Jordan,6.0,2.1,0.3,45.6,1303,http://www.forbes.com/companies/arab-bank/,0.00657894736842105,0.142857142857143,"Arab Bank is one of the largest financial institutions in the Middle East, founded in 1930 in Jerusalem, Mandatory Palestine, as the first private sector financial institution in the Arab world. Headquartered today in Amman, Jordan, it serves clients in more than 600 branches spanning five continents. Arab Bank is a publicly held shareholding company listed on the Amman Stock Exchange.
The bank is a major economic engine in Jordan and throughout the Middle East and North Africa region, providing banking services and capital, and facilitating development and trade throughout the region. According to its website, the bank is the highest-ranked by market capitalization, and represents approximately 25% of the Amman Stock Exchange.U.S. appellate courts have ruled in the bank’s favor in several lawsuits filed in the 2000s alleging its involvement in facilitating the funding of terrorist organizations.

"
1303,Isetan Mitsukoshi Holdings,Department Stores,Japan,4.5,14.7,0.0,14.8,1304,http://www.forbes.com/companies/isetan-mitsukoshi-holdings/,0.0,0,"Isetan Mitsukoshi Holdings Ltd. (株式会社三越伊勢丹ホールディングス, Kabushiki-gaisha Mitsukoshi Isetan Hōrudingusu) (TYO: 3099) is a pure holding company with the Mitsukoshi and Isetan department stores as its wholly owned subsidiaries.

"
1304,WR Berkley,Property & Casualty Insurance,United States,4.9,5.2,0.4,18.5,1305,http://www.forbes.com/companies/wr-berkley/,0.0216216216216216,0.0769230769230769,"William Robert Berkley (born 1946) is the founder and current chairman of W. R. Berkley Corporation and the chairman of the New York University Board of Trustees.
His net worth is $2.5 billion and he is ranked 333rd on the Forbes 400."
1305,Expeditors International,Air Courier,United States,9.7,6.2,0.4,2.9,1306,http://www.forbes.com/companies/expeditors-international/,0.137931034482759,0.0645161290322581,"Expeditors (Expeditors International of Washington) is an American worldwide logistics and freight forwarding company headquartered in Seattle, Washington."
1306,Harley-Davidson,Recreational Products,United States,11.4,3.5,0.0,24.0,1307,http://www.forbes.com/companies/harley-davidson/,0.0,0,"Harley and the Davidsons is a 2016 American television miniseries directed by Ciarán Donnelly and Stephen Kay, and co-written by Nick Schenk, Evan Wright and Seth Fisher which dramatizes the origins of motorcycle manufacturer Harley-Davidson, and how Arthur Davidson founded the company together with his brothers Walter Davidson, Sr. and William A. Davidson, along with their childhood friend William S. Harley.
It stars Robert Aramayo as William Harley, Bug Hall as Arthur Davidson and Michiel Huisman as Walter Davidson, and premiered on the Discovery Channel as a ""three-night event series"" on September 5, 2016."
1307,Uniqa,Diversified Insurance,Austria,2.3,8.1,0.1,36.9,1308,http://www.forbes.com/companies/uniqa/,0.002710027100271,0.0123456790123457,"The Uniqa Insurance Group AG (corporately styled ""UNIQA"") is one of the largest insurance groups in its core markets of Austria and Central and Eastern Europe and has approximately 40 companies in 16 countries and serve about 10.5 million customers. The corporate headquarters is located in the Uniqa Tower in Vienna, Austria and is listed on the Vienna Stock Exchange."
1308,AGCO,Heavy Equipment,United States,5.0,8.8,0.6,7.3,1309,http://www.forbes.com/companies/agco/,0.0821917808219178,0.0681818181818182,"AGCO Corporation is an American agricultural machinery manufacturer with its headquarters in Duluth, Georgia, United States."
1309,Darden Restaurants,Restaurants,United States,6.7,7.7,0.4,5.9,1310,http://www.forbes.com/companies/darden-restaurants/,0.0677966101694915,0.051948051948052,"Darden Restaurants, Inc. is an American multi-brand restaurant operator headquartered in Orlando. As of April 2017, the firm owns two fine dining restaurant chains: Eddie V's Prime Seafood and The Capital Grille; and six casual dining restaurant chains: Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52,  Yard House and Cheddar's Scratch Kitchen. Until July 28, 2014, Darden also owned Red Lobster. Darden has more than 1,500 restaurant locations and more than 150,000 employees, making it the world's largest full-service restaurant company. As of 2018, Darden is the only Fortune 500 company with its corporate headquarters in Greater Orlando.

"
1310,Shimizu,Construction Services,Japan,3.1,15.7,0.1,17.0,1311,http://www.forbes.com/companies/shimizu/,0.0058823529411764705,0.00636942675159236,"Shimizu Corporation (清水建設株式会社, Shimizu Kensetsu kabushiki gaisha) is an architectural, civil engineering and general contracting firm. It has an annual sales of approximately US$15 billion and has been widely recognized as one of the top 5 contractors in Japan and among the top 20 in the world.It is a family business listed in the Tokyo and Osaka stock exchanges and a constituent of the Nikkei 225 index.

"
1311,FMC Technologies,Oil Services & Equipment,United States,12.5,5.1,0.4,4.3,1312,http://www.forbes.com/companies/fmc-technologies/,0.0930232558139535,0.0784313725490196,"FMC Technologies, Inc. was a North American company that produced equipment for exploration and production of hydrocarbons. FMC Technologies was incorporated in 2000 when FMC Corporation divested its machinery businesses. It exists today as a part of TechnipFMC, after a merge with Technip in 2017.

"
1312,Beam,Beverages,United States,8.9,2.3,0.9,7.5,1313,http://www.forbes.com/companies/beam/,0.12,0.391304347826087,"Jim Beam is an American brand of bourbon whiskey produced in Clermont, Kentucky, by Beam Suntory. It is one of the best-selling brands of bourbon in the world. Since 1795 (interrupted by Prohibition), seven generations of the Beam family have been involved in whiskey production for the company that produces the brand. The brand name became ""Jim Beam"" in 1943 in honor of James B. Beam, who rebuilt the business after Prohibition ended. Previously produced by the Beam family and later owned by the Fortune Brands holding company, the brand was purchased by Suntory Holdings in 2014."
1313,Jupiter Telecomunications,Broadcasting & Cable,Japan,6.9,4.8,0.5,10.5,1314,http://www.forbes.com/companies/jupiter-telecomunications/,0.0476190476190476,0.104166666666667,NEEDS_MANUAL_SUMMARY
1314,Joy Global,Heavy Equipment,United States,8.5,4.7,0.6,6.2,1314,http://www.forbes.com/companies/joy-global/,0.0967741935483871,0.127659574468085,"Joy Global Inc. was a company that manufactured and serviced heavy equipment used in the extraction and haulage of coal and minerals in both underground and surface mining. The company had manufacturing facilities in Alabama, Pennsylvania, Texas, Wisconsin, Australia, Canada, China, France, South Africa and the United Kingdom. In 2017, Joy Global was acquired by Komatsu Limited and was renamed Komatsu Mining Corp.In 2016, sales of services accounted for 78% of revenues, while sales of equipment accounted for 22% of revenues.

"
1315,KBR,Construction Services,United States,5.6,9.3,0.5,5.7,1316,http://www.forbes.com/companies/kbr/,0.087719298245614,0.053763440860215,"KBR, Inc. (formerly Kellogg Brown & Root) is an American engineering, procurement, and construction company, formerly a subsidiary of Halliburton.  After Halliburton acquired Dresser Industries in 1998, Dresser's engineering subsidiary, the M. W. Kellogg Co., was merged with Halliburton's construction subsidiary, Brown & Root, to form Kellogg Brown & Root. KBR and its predecessors have received many contracts with the U.S. military including during World War II, the Vietnam War, and the Iraq War. Democratic Congressman Lyndon B. Johnson, later President of the United States, was instrumental in providing government contracts for Brown & Root, in exchange for the company funding his campaigns and otherwise providing money to him.The company's corporate offices are in the KBR Tower in Downtown Houston."
1316,Alfresa Holdings,Pharmaceuticals,Japan,2.3,26.3,0.1,13.0,1317,http://www.forbes.com/companies/alfresa-holdings/,0.007692307692307691,0.00380228136882129,NEEDS_MANUAL_SUMMARY
1317,Ashland,Specialized Chemicals,United States,4.9,7.0,0.4,12.5,1317,http://www.forbes.com/companies/ashland/,0.032,0.0571428571428571,"Ashland Global Specialty Chemicals Inc. is an American chemical company which operates in more than 100 countries. Headquartered in Covington, Kentucky, the company traces its roots back to the city of Ashland, Kentucky, where it was headquartered from 1924 to 1999. The company currently has five wholly owned divisions, which include Chemical Intermediates and Solvents, Composites, Industrial Specialties, Personal and Home Care, & Pharmaceuticals, Food and Beverage, and Agriculture. Until 2017, the company was the primary manufacturer of Valvoline.

"
1318,Rockwell Collins,Aerospace & Defense,United States,8.6,4.8,0.6,5.2,1319,http://www.forbes.com/companies/rockwell-collins/,0.115384615384615,0.125,"Rockwell Collins was a multinational corporation company headquartered in Cedar Rapids, Iowa providing avionics and information technology systems and services to government agencies and aircraft manufacturers. It was formed when the Collins Radio Company, facing financial difficulties, was purchased by Rockwell International in 1973. In 2001, the avionics division of Rockwell International was spun off to form the current Rockwell Collins, Inc, retaining its name.
The company was acquired by United Technologies Corporation on November 27, 2018, and now operates as part of Collins Aerospace, a subsidiary of Raytheon Technologies."
1319,Mead Johnson Nutrition,Household/Personal Care,United States,16.2,3.7,0.5,2.8,1320,http://www.forbes.com/companies/mead-johnson-nutrition/,0.178571428571429,0.135135135135135,"Mead Johnson & Company, LLC is an American division and subsidiary of British company Reckitt Benckiser. It is a leading manufacturer of infant formula both domestically and globally with its flagship product Enfamil. The company dates back to a firm created by Edward Mead Johnson, one of the co-founders of Johnson & Johnson, who created his own business in 1895, which was renamed Mead Johnson & Company in 1905. The company was majority owned by Bristol-Myers Squibb after an acquisition in 1967, but was spun-off in 2009 as an independent firm.
In the year end 31 December 2016, Mead Johnson reported net sales of $3,743 million. Fifty percent of those sales were generated in Asia, 17% in Latin America and 33% in North America/Europe. For the same time period, the company reported total assets of $4,088 million.
In February 2017, British consumer goods company Reckitt Benckiser (RB) bid $16.7 billion for the company. On June 15, 2017 MJN announced that its merger with RB has been completed. As a result, MJN's common stock is no longer traded on the New York Stock Exchange, effective the announcement date."
1320,Industrial Alliance Insurance,Life & Health Insurance,Canada,3.0,7.9,0.1,36.8,1321,http://www.forbes.com/companies/industrial-alliance-insurance/,0.00271739130434783,0.0126582278481013,"IA Financial Group is one of Canada’s leading insurance and wealth management companies. It also has operations in the United States. It is one of Canada’s largest publicly traded companies. Its parent company, IA Financial Corporation Inc., is a portfolio management company whose securities are listed on the Toronto Stock Exchange under the ticker symbol IAG (common shares). The preferred shares of its subsidiary Industrial Alliance Insurance and Financial Services Inc. are listed on the Toronto Stock Exchange under the symbol IAF.1

"
1321,Südzucker,Food Processing,Germany,5.6,8.5,0.3,9.9,1322,http://www.forbes.com/companies/sudzucker/,0.0303030303030303,0.0352941176470588,"Südzucker AG is a German company, the largest sugar producer in the world, with an annual production of around 4.8 million tonnes.

"
1322,HAL Trust,Investment Services,Netherlands,7.8,5.0,0.6,7.7,1323,http://www.forbes.com/companies/hal-trust/,0.0779220779220779,0.12,"Northern Trust Corporation is a financial services company headquartered in Chicago, Illinois that caters to corporations, institutional investors, and ultra high net worth individuals. Northern Trust is one of the largest banking institutions in the United States and one of the oldest banks in continuous operation. As of December 31, 2018, it had $1.07 trillion in assets under management and $10.13 trillion in assets under custody. Northern Trust Corporation is incorporated in Delaware.The company has offices in 20 US states and locations across 23 countries in Canada, Europe, the Middle East, and the Asia-Pacific region. It is ranked 486th on the Fortune 1000 as of February 2019."
1323,Family Dollar Stores,Discount Stores,United States,6.7,8.7,0.4,3.1,1324,http://www.forbes.com/companies/family-dollar-stores/,0.129032258064516,0.0459770114942529,"Family Dollar is an American variety store chain. With over 8,000 locations in all states except Alaska, Hawaii, Oregon and Washington, it was the second largest retailer of its type in the United States until it was acquired by Dollar Tree in 2015 and its headquarters operations were moved from Matthews, a suburb of Charlotte, North Carolina, to Chesapeake, a suburb of Norfolk, Virginia.In June 2014, activist investor and major shareholder Carl Icahn demanded that Family Dollar be immediately put up for sale.On July 28, 2014, Dollar Tree announced that it would buy Family Dollar for $8.5 billion. The sale delivered a windfall to the company's biggest shareholder Carl Icahn, who acquired his 9.4 percent stake in June 2014. On January 22, 2015, Family Dollar shareholders approved the Dollar Tree bid.On March 6, 2019, the retailer announced that it will close up to 400 stores nationwide due to heavy pressure from an activist investor. Most store locations were either shut down entirely or replaced with Dollar Tree stores."
1324,GEA Group,Conglomerates,Germany,6.4,7.5,0.4,8.1,1325,http://www.forbes.com/companies/gea-group/,0.0493827160493827,0.0533333333333333,"GEA Group AG (Gesellschaft für Entstaubungsanlagen; from 2000 to 2005: mg technologies AG, before 2000: Metallgesellschaft), headquartered in Düsseldorf, Germany. In 2018, GEA generated consolidated revenues of
around EUR 4.8 billion. The food and beverages sector, which enjoys long-term sustainable growth, accounted for around 70 percent of this total. The company is listed on the German MDAX (G1A, WKN 660 200), the
STOXX® Europe 600 Index and selected MSCI Global Sustainability Indexes."
1325,Bajaj Auto,Recreational Products,India,9.9,3.6,0.8,2.6,1325,http://www.forbes.com/companies/bajaj-auto/,0.307692307692308,0.222222222222222,"Bajaj Auto Limited is an Indian multinational two-wheeler and three-wheeler manufacturing company based in Pune, Maharashtra. It manufactures motorcycles, scooters and auto rickshaws. Bajaj Auto is a part of the Bajaj Group. It was founded by Jamnalal Bajaj in Rajasthan in the 1940s.  The company has plants in Chakan (Pune), Waluj (near Aurangabad) and Pantnagar in Uttarakhand. The oldest plant at Akurdi (Pune) houses the R&D centre 'Ahead'.
Bajaj Auto is the world's third-largest manufacturer of motorcycles and the second-largest in India. It is the world's largest three-wheeler manufacturer.In May 2015, its market capitalisation was ₹64,000 crore (US$9.0 billion), making it India's 23rd largest publicly traded company by market value. The Forbes Global 2000 list for the year 2012 ranked Bajaj Auto at 1,416.In December 2020, Bajaj Auto crossed a market capitalisation of ₹1 lakh crore (US$ 13.6 billion), making it the world's most valuable two-wheeler company.

"
1326,Bradespar,Investment Services,Brazil,6.9,2.9,1.1,8.5,1327,http://www.forbes.com/companies/bradespar/,0.12941176470588198,0.379310344827586,"Bradespar is a Brazilian holding company headquartered in São Paulo. The company was formed in 2000 by Banco Bradesco in order to allow the bank to spin off some of its industrial investments. In 2005, the company began to hold large holdings in mining company Vale and utility company CPFL Energia, which is one of the largest companies in the Brazilian electric sector. Bradespar's stock is traded in São Paulo and Madrid stock exchanges, and it is part of the São Paulo's Ibovespa index. Currently the single investment of the company is in  the mining multinational company Vale, being one of the largest shareholders.

"
1327,Nippon Paper Group,Paper & Paper Products,Japan,2.5,13.2,-0.3,18.7,1328,http://www.forbes.com/companies/nippon-paper-group/,-0.0160427807486631,-0.0227272727272727,"Nippon Paper Industries Co., Ltd. (日本製紙グループ株式会社, Nihon Seishi Gurūpu Kabushiki-gaisha) is a Japanese paper manufacturing company. The company's stock is listed on the Tokyo and Nagoya Stock Exchange and on the Osaka Securities Exchange. The stock is also constituent of the Nikkei 225 stock index.As of April 2013 the company has 33 subsidiaries and 11 associate companies.
It is listed as one of the world's top 10 pulp and paper industry companies year-over-year and in 2012 it was sixth in the aforementioned list.

"
1328,Dangote Cement,Construction Materials,Nigeria,10.9,1.3,0.7,2.6,1329,http://www.forbes.com/companies/dangote-cement/,0.269230769230769,0.538461538461538,"Dangote Cement Plc is a Nigerian multinational publicly traded cement manufacturer headquartered in Lagos. The company is engaged in the manufacture, preparation, import, packaging, and distribution of cement and related products in Nigeria and has plants or import terminals in 9 other African countries. 

"
1329,Charter Communications,Broadcasting & Cable,United States,6.4,7.2,-0.4,15.6,1330,http://www.forbes.com/companies/charter-communications/,-0.0256410256410256,-0.0555555555555556,"Charter Communications, Inc., is an American telecommunications and mass media company with services branded as Charter Spectrum. With over 26 million customers in 41 states, it is the second-largest cable operator in the United States by subscribers, just behind Comcast, and third-largest pay TV operator behind Comcast and AT&T. Charter is the fifth-largest telephone provider based on number of residential lines.
In late 2012, with longtime Cablevision executive Thomas Rutledge named as their CEO, Charter relocated its corporate headquarters from St. Louis, Missouri, to Stamford, Connecticut, though kept many of its operations in St. Louis. On May 18, 2016, Charter finalized acquisition of Time Warner Cable and its sister company Bright House Networks, making it the third-largest pay television service in the United States. Charter ranked No. 70 in the 2019 Fortune 500 list of the largest United States corporations by total revenue."
1330,Amadeus IT Holdings,Software & Programming,Spain,8.5,3.5,0.9,6.5,1331,http://www.forbes.com/companies/amadeus-it-holdings/,0.138461538461538,0.257142857142857,"Amadeus IT Group, S.A. () is a major Spanish IT provider for the global travel and tourism industry."
1331,Wistron,Computer Hardware,Taiwan,3.3,21.1,0.4,7.4,1332,http://www.forbes.com/companies/wistron/,0.0540540540540541,0.018957345971564,"Wistron Corporation  (Chinese: 緯創資通股份有限公司; pinyin: Wěichuàng Zītōng Gǔfèn Yǒuxiàn Gōngsī) is a major original design manufacturer based in Taiwan. It was the manufacturing arm of Acer Inc. before being spun off in 2000.
Wistron employs over 80,000 people worldwide. As an ODM (original design manufacturer) Wistron designs and manufactures products for other companies to sell under their own brand name.  Wistron focuses on ICT (information and communication technology) products, including notebook PCs, desktop PCs, servers, storage, LCD TVs, handheld devices, and devices and equipment for medical applications. 

"
1332,Nippon Express,Trucking,Japan,4.1,19.5,0.1,13.8,1333,http://www.forbes.com/companies/nippon-express/,0.0072463768115942,0.00512820512820513,"Nippon Express Co., Ltd. (日本通運株式会社, Nippon Tsūun Kabushiki-gaisha, Nittsu) (TYO: 9062)  is a Japanese global logistics services company. It is based in Tokyo and listed on the Tokyo Stock Exchange under the ticker TKS(9062).
Its shareholding is dominated by banks and financial institutions mostly related to the Mizuho (Mizuho Financial Group) and Sumitomo Mitsui (SMFG) Keiretsus.
In Japan it is commonly known as 'Nittsu', and some of Nippon Express subsidiaries include 'Nittsu' in their names.

"
1333,Delta Electronics,Electronics,Taiwan,7.1,5.9,0.5,5.5,1334,http://www.forbes.com/companies/delta-electronics/,0.0909090909090909,0.0847457627118644,"Delta Electronics, Inc. (also known as DELTA, Delta Electronics), is a Taiwanese electronics manufacturing company. Its headquarters are in Neihu, Taipei. It is known for its DC industrial and computer fans and for switching power supplies.

"
1334,Caesars Entertainment,Casinos & Gaming,United States,1.6,8.8,-0.7,28.5,1335,http://www.forbes.com/companies/caesars-entertainment/,-0.0245614035087719,-0.0795454545454545,"Harrah's Entertainment (later named Caesars Entertainment Corporation, previously The Promus Companies) was an American casino and hotel company founded in Reno, Nevada, and based in Paradise, Nevada, that operated over 50 properties and seven golf courses under several brands. In 2013, it was the fourth-largest gaming company in the world, with annual revenues of $8.6 billion. It was acquired in 2020 by Eldorado Resorts, which then changed its own name to Caesars Entertainment.
At the end of its existence, Caesars was a public company, majority-owned by a group of private equity firms led by Apollo Global Management, TPG Capital, and Paulson & Co.; and Carl Icahn. Caesars's largest operating unit filed for Chapter 11 bankruptcy protection in 2015, which led to the foundation of Vici Properties as a result.

"
1335,Magnitogorsk Iron & Steel,Iron & Steel,Russia,5.4,7.7,0.3,16.7,1335,http://www.forbes.com/companies/magnitogorsk-iron/,0.0179640718562874,0.038961038961039,"Magnitogorsk Iron and Steel Works (Russian: Магнитогорский металлургический комбинат, romanized: Magnitogorskiy Metallurgicheskiy Kombinat), abbreviated as MMK, is an iron and steel company located in the city of Magnitogorsk, Russia. As of 2017 it was the 30th largest steel company in the world.

"
1336,ICAP,Investment Services,United Kingdom,4.5,2.8,0.3,123.0,1337,http://www.forbes.com/companies/icap/,0.0024390243902439,0.107142857142857,"NEX Group plc, formerly known as ICAP plc, is a UK-based business focused on electronic financial markets and post trade business for other financial institutions rather than private individuals. They are known as an inter-broker dealer.  The company was listed on the London Stock Exchange until it was acquired by CME Group in November 2018."
1337,SQM,Diversified Chemicals,Chile,15.6,2.0,0.5,3.9,1338,http://www.forbes.com/companies/sqm/,0.12820512820512803,0.25,"Sociedad Química y Minera de Chile (SQM) is a Chilean  chemical company and a supplier of plant nutrients, iodine, lithium and industrial chemicals. It is the world’s biggest lithium producer.SQM's natural resources and its main production facilities are located in the Atacama Desert between Chile's I and II regions.

"
1338,Obayashi,Construction Services,Japan,3.2,13.6,0.2,17.6,1339,http://www.forbes.com/companies/obayashi/,0.0113636363636364,0.0147058823529412,"Obayashi Corporation (株式会社大林組, Kabushiki-gaisha Ōbayashi Gumi) is one of five major Japanese construction companies along with Shimizu Corporation, Takenaka Corporation, Kajima Corporation, and Taisei Corporation. It is listed on the Tokyo Stock Exchange and is one of the Nikkei 225 corporations. Its headquarters are in Minato, Tokyo. In 2018, Obayashi was ranked 15th place on ENR's list of Top 250 Global Contractors, the highest rank among Japanese Contractors.Established in 1892 in Osaka, the company operates in Japan and other countries, especially Southeast Asia and Australia, as well as the United States and Europe. Major landmarks in Japan include the Kyoto Station Building, the Tokyo Broadcasting System (TBS) Center in Tokyo, as well as the Tokyo Skytree.
Obayashi has 86 subsidiaries and 26 affiliated companies in Japan, Europe, the Middle East, Asia, Australia and North America.In February 2012, the company announced plans to build a space elevator by 2050."
